X932	X933	X934	X935	X937	X938	X939	X940	X941	X942	X943	X944	X945	X946	X947	X948	X949	X950	X951	X952	X953	X954	X955	X956	X957	X958	X959	X960	X961	X962	X963	X964	X965	X966	X967	X968	X969	X970	X971	X972	X973	X974	X975	X976	X978	X979	X980	X981	X982	X983	X984	X985	X986	X987	X988	X989	X990	X991	X992	X993
P53	0	0	0	0	14.8224773406982	0	14.2752847671509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.4790954589844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.2793197631836	13.8004894256592	0	0	14.4266233444214	0	0	0	14.0894641876221	0	0	0	0	0	15.1751556396484
P56	0	14.3930397033691	0	0	0	0	0	0	0	0	0	0	15.5061664581299	15.0363693237305	0	0	0	0	0	13.6222410202026	0	0	0	0	0	0	0	0	0	0	0	14.8115119934082	15.0815620422363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.5438108444214	0	0	0	0	14.9648084640503	0	0	0
P57	0	0	17.1701984405518	17.1503391265869	16.8132133483887	0	17.2324180603027	0	16.8226432800293	16.2074031829834	16.6428756713867	17.2431983947754	0	16.0440883636475	0	0	0	0	0	0	0	16.4684276580811	0	0	0	0	0	0	16.8397922515869	0	17.1929512023926	0	0	0	0	0	0	14.1863136291504	0	0	0	0	0	0	0	0	0	16.7609424591064	16.9524707794189	16.099573135376	16.1560020446777	16.5160388946533	16.5902805328369	0	0	15.7136526107788	16.6927661895752	16.5768642425537	14.7452020645142	0
P60	0	0	0	0	0	0	0	0	15.4841203689575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.3630676269531	0	0	0	0	0	0	0	0	15.4932985305786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.4878482818604	0	0	14.5003137588501
P63	0	0	0	14.843448638916	0	0	0	0	15.7257328033447	14.9021396636963	0	0	15.0990724563599	0	15.5852212905884	0	0	14.2681894302368	0	0	0	0	0	0	0	0	0	0	0	0	0	15.1564350128174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.2889108657837	0	0	0	0	0	0	0	14.6595792770386
P64	16.4379425048828	0	0	16.3856887817383	18.1719398498535	15.0522327423096	17.148063659668	17.0560550689697	15.9535236358643	17.9644718170166	17.1284027099609	17.1424369812012	14.6388149261475	0	17.1825122833252	0	18.3875312805176	16.6641101837158	17.3891696929932	17.8722076416016	16.2627124786377	0	16.9404678344727	18.1136493682861	16.6222343444824	0	0	0	16.9082870483398	14.8210573196411	0	15.088755607605	0	0	0	0	15.2112827301025	16.5680484771729	16.563533782959	0	0	0	0	0	15.8877401351929	15.8416976928711	17.1311435699463	17.16579246521	16.9788837432861	18.7794589996338	18.3537788391113	17.855489730835	18.4310874938965	17.9811878204346	0	16.745698928833	16.1616249084473	0	16.4950656890869	18.1938819885254
P65	0	15.350869178772	14.0950813293457	14.7781476974487	16.1677169799805	0	14.8852653503418	15.0393056869507	14.3792457580566	14.9218215942383	15.1068487167358	0	0	0	14.5808372497559	15.3380794525146	15.5335216522217	15.1012983322144	14.6705131530762	15.2154846191406	0	0	14.9103708267212	14.8115463256836	15.4261026382446	15.718466758728	0	14.8596324920654	0	0	14.0333423614502	14.789963722229	14.3630781173706	16.2799224853516	15.6527814865112	0	16.4816627502441	15.7830696105957	16.0210304260254	0	0	0	15.9212255477905	0	15.0400657653809	0	14.8100185394287	14.958610534668	15.6971712112427	14.8682680130005	14.5954608917236	15.1602573394775	14.9287805557251	15.8330974578857	0	0	14.1680898666382	0	15.2042646408081	16.4096641540527
P66	0	0	0	0	0	0	0	13.6485166549683	14.1223659515381	0	0	0	14.0681238174438	0	0	13.8923053741455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.1824598312378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.1350841522217	14.4534120559692	0	0	0	14.1665182113647	0	0	0	0	0	0	14.0909223556519
P67	0	0	0	0	0	0	13.8478441238403	0	0	0	0	0	0	0	0	0	0	0	13.5846261978149	0	0	0	0	13.4211397171021	0	0	0	0	14.1378307342529	0	14.2828741073608	0	14.4108438491821	0	0	0	0	0	14.7765884399414	0	0	14.9298009872437	0	0	13.9306325912476	14.5029497146606	13.7886772155762	0	14.9697227478027	14.2500982284546	14.3890933990479	14.4275588989258	14.518406867981	0	14.1716117858887	14.8595514297485	14.8705167770386	14.9091320037842	14.3783750534058	14.299729347229
P68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.2530403137207	14.840292930603	0	0	0	14.269063949585	0	0	0	0	0	0	0	0	13.7214841842651	0	0	14.4539976119995	0	14.14137840271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.4566812515259	0	0	0	0	0	0	0	0	0	0	0
