X932	X933	X934	X935	X937	X938	X939	X940	X941	X942	X943	X944	X945	X946	X947	X948	X949	X950	X951	X952	X953	X954	X955	X956	X957	X958	X959	X960	X961	X962	X963	X964	X965	X966	X967	X968	X969	X970	X971	X972	X973	X974	X975	X976	X978	X979	X980	X981	X982	X983	X984	X985	X986	X987	X988	X989	X990	X991	X992	X993
P7924	0	0	16.263032913208	0	0	16.7073173522949	15.5605993270874	15.6280403137207	0	0	0	0	0	0	0	0	14.6029109954834	0	0	0	0	0	16.8422966003418	17.0292491912842	0	0	0	0	17.877986907959	0	0	16.6885089874268	0	0	0	0	0	0	0	15.2604198455811	0	0	17.3286590576172	0	16.2206840515137	16.3983573913574	0	0	0	0	14.8121166229248	0	0	0	0	0	0	15.8218221664429	0	16.6889591217041
P7925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.0201692581177	14.6998815536499	0	0	0	0	15.6068458557129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P7926	0	0	17.4274044036865	15.5693378448486	16.7730503082275	19.5775299072266	17.2907028198242	16.8414535522461	15.8825798034668	0	0	0	15.2598552703857	0	0	0	16.3511714935303	0	0	0	0	0	18.9448795318604	18.174430847168	0	0	14.6396532058716	0	19.7105579376221	14.2295656204224	16.9374160766602	17.6600036621094	0	0	0	0	0	0	0	16.8653221130371	16.9659729003906	15.7345085144043	17.7401218414307	0	18.4375534057617	18.5120239257813	0	16.5832767486572	0	15.2543773651123	17.10107421875	0	0	0	0	0	0	18.0399742126465	0	18.5999889373779
P7930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.7922716140747	14.162935256958	0	0	0	0	15.5917110443115	0	0	0	0	0	0	0	0	0	0	0	0	0	16.1882457733154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P7931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.9001569747925	16.1156940460205	0	0	0	0	17.0378799438477	0	0	16.2856750488281	0	0	0	0	0	0	0	14.9968147277832	0	14.0309066772461	17.16672706604	0	0	14.6057291030884	0	0	0	0	0	0	0	0	0	0	0	0	0	15.1890144348145
P7933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.1813325881958	0	0	0	0	0	15.892765045166	0	0	0	0	0	0	0	0	0	0	0	0	0	16.287036895752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P7934	0	0	0	0	0	14.6749382019043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.6249856948853	0	0	0	0	15.9718561172485	0	0	13.7585315704346	0	0	0	0	0	0	0	0	0	13.321249961853	14.8460845947266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P7935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.2077655792236	14.8217172622681	0	0	0	0	15.7342138290405	0	0	0	0	0	0	0	0	0	0	0	0	0	16.001314163208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.5882139205933
P7936	0	0	0	0	0	16.9517059326172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.3100261688232	0	0	0	0	16.317102432251	0	0	16.0759143829346	0	0	0	0	0	0	0	0	0	14.9198474884033	17.2536697387695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P7937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.6608562469482	0	0	0	0	16.1210994720459	0	0	0	0	0	0	0	0	0	0	0	0	0	13.3220357894897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P7938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.6281480789185	0	0	0	0	15.811014175415	0	0	0	0	0	0	0	0	0	0	0	0	0	16.6328830718994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.4577341079712
P7942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.9686803817749	15.5332546234131	0	0	0	0	16.282377243042	0	0	0	0	0	0	0	0	0	0	0	0	0	15.474513053894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P7943	0	0	15.947660446167	0	0	16.9977340698242	15.9240207672119	14.7208709716797	13.4114961624146	0	0	0	13.9653062820435	0	0	0	15.5287590026855	0	0	0	0	0	17.2820415496826	17.2569942474365	0	0	15.0058832168579	16.3127155303955	18.9436206817627	0	0	16.2784214019775	0	0	0	0	0	0	0	17.4304256439209	0	16.6689510345459	18.4214458465576	0	14.3630857467651	16.4062213897705	0	13.3160963058472	0	0	15.2812395095825	0	0	0	0	0	0	17.6228847503662	0	17.3639221191406
P7944	0	0	14.5670576095581	0	0	15.9793386459351	15.3046827316284	13.8458080291748	0	0	0	0	0	0	0	0	13.7651329040527	0	0	0	0	0	17.0152912139893	17.1622848510742	0	0	0	0	18.3585739135742	0	0	16.5450553894043	0	0	0	0	0	0	0	16.5139808654785	0	0	17.4653453826904	0	0	15.6249847412109	0	0	0	0	14.1619091033936	0	0	0	0	0	0	16.1489429473877	0	16.5647506713867
P7945	0	0	16.4986991882324	0	0	18.1907196044922	16.5152816772461	15.5791864395142	0	0	0	0	0	0	0	0	15.7585496902466	0	0	0	0	0	17.396017074585	17.5364303588867	0	0	0	14.4674005508423	19.1808013916016	15.0885801315308	14.3421077728271	17.4799175262451	0	0	0	0	0	0	0	17.2199821472168	17.22389793396	15.8046855926514	18.1333923339844	15.1091623306274	17.1249980926514	17.168212890625	0	0	0	0	16.048864364624	0	0	0	0	0	0	17.771541595459	0	17.8152656555176
P7947	0	0	0	0	0	15.2718114852905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.3254489898682	15.1401672363281	0	0	0	0	0	0	0	14.3689632415771	0	0	0	0	0	0	0	0	0	0	15.2418994903564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.7360315322876	0	0
P7950	0	0	19.172643661499	17.6587867736816	18.5918865203857	21.7151775360107	20.4151458740234	20.0419807434082	19.3749542236328	16.4335651397705	16.6608428955078	17.519510269165	19.8093929290771	17.5089454650879	17.362361907959	0	19.73610496521	17.3175811767578	0	0	15.5451650619507	18.2383918762207	21.7560386657715	21.652473449707	15.7967185974121	18.3098602294922	19.7424945831299	18.4950180053711	23.2166175842285	18.8027782440186	18.9078540802002	21.3320426940918	14.9440269470215	14.501407623291	17.2363929748535	16.5539226531982	18.4106483459473	17.4994831085205	17.4049263000488	22.515438079834	18.3283767700195	19.4235877990723	21.5186042785645	18.79762840271	20.5543060302734	20.6470947265625	0	18.1322860717773	17.9447460174561	18.0363330841064	19.6598587036133	18.1423625946045	17.9150867462158	16.864933013916	16.6856746673584	17.306568145752	0	21.8729343414307	16.203145980835	21.5923538208008
P7951	0	0	0	0	0	16.284423828125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.0214958190918	0	0	0	0	17.598934173584	0	0	16.0870265960693	0	0	0	0	0	0	0	15.701265335083	0	0	17.0133209228516	0	0	14.8493824005127	0	0	0	0	0	0	0	0	0	0	0	14.6038627624512	0	0
P7952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.9142837524414	0	0	0	0	16.6719551086426	0	0	0	0	0	0	0	0	0	0	15.8651666641235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.6961154937744	0	0
P7954	0	0	14.7842502593994	0	0	16.162618637085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.4222860336304	14.3071517944336	0	0	0	0	14.4788045883179	0	0	13.5109567642212	0	0	0	0	0	0	0	0	0	0	16.1402187347412	0	0	15.1738338470459	0	0	0	0	14.5884599685669	0	0	0	0	0	0	14.0025949478149	0	14.6564140319824
P7955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.6554851531982	0	0	0	0	15.482105255127	0	0	14.8424263000488	0	0	0	0	0	0	0	13.4595308303833	0	0	16.6136531829834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P7956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.2168598175049	15.7285089492798	0	0	0	0	16.0382652282715	0	0	14.4622354507446	0	0	0	0	0	0	0	0	0	14.1996259689331	16.3307304382324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.2206497192383
P7958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.5437498092651	0	0	0	0	14.9199666976929	0	0	0	0	0	0	0	0	0	0	0	0	0	15.8628597259521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P7963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.8858013153076	0	0	15.7325668334961	0	0	0	0	0	0	0	16.8694381713867	0	14.1844844818115	15.3838796615601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.0743780136108	0	0
P7964	0	0	0	0	0	15.9062881469727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.2724905014038	0	0	0	0	16.2287750244141	0	0	14.2639532089233	0	0	0	0	0	0	0	14.5642557144165	0	0	15.245641708374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.2500219345093	0	0
P7968	0	0	0	0	0	16.8202342987061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.2261390686035	16.2792911529541	0	0	0	0	17.0947608947754	0	0	15.8875865936279	0	0	0	0	0	0	0	0	0	15.6985673904419	16.8290939331055	0	0	14.7018785476685	0	0	0	0	14.66028881073	0	0	0	0	0	0	15.0602130889893	0	16.4681529998779
P7970	0	0	0	0	0	15.0205411911011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.4254159927368	14.1437711715698	0	0	0	0	15.6053342819214	0	0	14.3695411682129	0	0	0	0	0	0	0	0	0	14.9224824905396	15.8390464782715	0	12.8843297958374	14.9585790634155	0	0	0	0	13.5799169540405	0	0	0	0	0	0	13.8791122436523	0	14.8270807266235
P7971	0	0	0	0	0	15.1802740097046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.0007724761963	0	0	15.1623992919922	0	0	0	0	0	0	0	0	0	0	16.9884929656982	0	0	14.385046005249	0	0	0	0	0	0	0	0	0	0	0	0	0	14.8126878738403
P7972	0	0	16.1362724304199	13.9543380737305	0	17.3112964630127	16.1989364624023	13.8629140853882	0	0	15.2463731765747	0	0	0	0	0	16.2692642211914	0	14.8073453903198	0	0	0	17.6839637756348	17.7393398284912	15.0375528335571	0	0	0	17.9708786010742	0	0	17.5202922821045	0	0	0	0	15.3294506072998	15.0612707138062	0	14.7315235137939	0	16.4214553833008	19.2523040771484	0	16.4533405303955	16.6537132263184	14.9132995605469	14.2437601089478	14.5130786895752	14.106671333313	14.9721546173096	14.5338916778564	15.2488698959351	15.0850133895874	15.3106670379639	0	0	15.8322687149048	14.7505550384521	17.4523811340332
P7973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.6037817001343	0	0	0	0	17.0009860992432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.7333316802979	0	14.5551652908325
P7976	0	0	0	0	0	14.9734601974487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.339165687561	14.0657024383545	0	0	0	0	15.3859930038452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P7978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.9033794403076	0	0	0	0	15.5795183181763	0	0	0	0	0	0	0	0	0	0	0	0	0	16.5781021118164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P7979	0	0	18.0410003662109	14.7710084915161	16.3736324310303	19.74436378479	17.554651260376	16.7645664215088	15.4487228393555	0	0	0	0	0	0	0	16.7198143005371	0	0	0	0	0	19.3257274627686	19.1092910766602	0	0	15.3405141830444	14.9670686721802	19.9224529266357	0	0	18.6062068939209	0	0	0	0	0	0	14.6051769256592	17.5237636566162	0	17.1784515380859	19.8405075073242	14.9142799377441	18.3745346069336	18.2656993865967	0	16.6787414550781	14.6787271499634	16.8974514007568	17.2759208679199	0	0	0	0	0	0	18.0256118774414	0	19.3023490905762
P7980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.3573217391968	0	0	0	0	15.2516050338745	0	0	14.8049669265747	0	0	0	0	0	0	0	0	0	14.3242511749268	15.6430711746216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.8282690048218
P7981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.0504264831543	0	0	0	0	15.4538469314575	0	0	0	0	0	0	0	0	0	0	0	0	0	13.4634494781494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P7982	0	0	0	0	0	15.4325952529907	14.1858463287354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.5525646209717	13.2713861465454	0	0	0	0	16.6305198669434	0	0	0	0	0	0	0	0	0	0	13.6701707839966	15.7021751403809	0	0	0	0	16.3268718719482	0	0	0	0	0	0	0	0	0	0	0	15.9904260635376	0	16.2263469696045
P7985	0	0	0	0	0	15.2615833282471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.2397136688232	16.0981140136719	0	0	0	0	16.3956985473633	0	0	13.6541090011597	0	0	0	0	0	0	0	0	0	0	16.4095802307129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.2423648834229
P7986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.3117723464966	15.8866491317749	0	0	0	0	16.9362087249756	0	0	0	0	0	0	0	0	0	0	0	0	0	16.4089260101318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P7989	0	0	0	13.7471561431885	0	0	0	0	13.5717144012451	14.7511377334595	0	0	0	0	14.5417537689209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.3539323806763	0	0	0	0	0	0	0	0	0	0	0	0	0	14.0870475769043	0	0	0	0	0	0	0	0	0	0	0	14.5027656555176
P7990	0	0	14.7542476654053	15.6348571777344	14.7934684753418	0	15.2565326690674	14.2395629882813	15.860258102417	15.6138868331909	15.1443405151367	0	0	0	15.7379560470581	0	15.1206932067871	0	0	0	0	0	0	14.5905246734619	0	0	14.2042598724365	0	0	0	15.4331302642822	0	0	0	0	0	0	0	0	0	0	0	0	0	15.4925537109375	15.1462564468384	15.236255645752	15.3796787261963	14.6742248535156	0	15.5140228271484	15.5939407348633	0	0	0	14.9399213790894	15.2640266418457	15.5500431060791	14.832799911499	14.9051313400269
P7993	12.6074781417847	11.5435085296631	12.9226150512695	13.4071702957153	12.9443464279175	14.9714002609253	13.1390905380249	12.5490407943726	13.6693229675293	0	0	0	12.5784349441528	15.1175746917725	0	0	13.083399772644	12.6965923309326	11.8217430114746	0	0	0	0	0	11.751124382019	0	0	0	0	0	0	13.3307123184204	0	12.8744602203369	13.1678495407104	0	13.9509124755859	14.3577194213867	0	0	0	0	0	0	0	13.1845417022705	13.7056131362915	13.290060043335	11.1052303314209	13.9358539581299	0	14.4011917114258	0	14.1666870117188	0	14.7251081466675	0	15.1486988067627	0	14.1214923858643
P7995	0	0	0	0	0	0	0	0	0	14.3316078186035	15.8529672622681	0	16.34716796875	0	15.91579246521	0	0	0	0	0	0	16.5646133422852	0	0	0	0	14.3914012908936	14.9214296340942	0	16.5182075500488	0	0	0	0	14.9637155532837	0	0	16.5967102050781	0	0	0	0	0	0	14.5565614700317	0	0	0	0	0	0	0	0	0	0	0	0	14.7415475845337	14.3031425476074	0
P7996	14.4444160461426	14.9098930358887	14.9414386749268	15.2674283981323	14.8151350021362	0	14.7945289611816	14.8682584762573	14.5923948287964	15.4107894897461	16.7038097381592	15.6456832885742	17.0150394439697	0	16.6368389129639	15.2024536132813	14.814061164856	14.7671890258789	15.0439434051514	15.8784313201904	16.0455074310303	17.9728870391846	16.2241115570068	14.021164894104	0	15.9075298309326	16.7717819213867	16.0742721557617	14.6867694854736	18.0862407684326	15.4421882629395	16.2617835998535	14.6160678863525	14.8948993682861	16.329345703125	16.2473583221436	16.2130165100098	17.7654285430908	15.8997354507446	16.0856437683105	0	0	14.6896142959595	0	15.4697208404541	15.0669612884521	14.7716426849365	14.3584403991699	14.7482995986938	0	14.7344341278076	15.2717761993408	14.5905122756958	14.6593227386475	15.4717092514038	14.3877286911011	14.7872486114502	15.2891407012939	15.1981811523438	14.56139087677
P7997	14.7565679550171	0	14.6553449630737	14.8032751083374	16.6519432067871	0	15.8213796615601	14.8082141876221	0	19.7900257110596	16.4489459991455	15.4620990753174	16.9379749298096	0	16.1794357299805	0	0	0	14.7109518051147	15.098032951355	15.0779657363892	17.6754016876221	15.3128910064697	0	0	16.0082263946533	16.9869499206543	15.2251033782959	0	17.1224403381348	0	0	0	0	16.2497138977051	0	15.0706386566162	16.8285884857178	15.078558921814	0	0	0	0	0	15.0616312026978	14.7662220001221	13.4914426803589	0	0	0	0	14.2084903717041	14.5726089477539	0	15.482666015625	15.8626518249512	14.7861413955688	19.7334747314453	15.2258081436157	0
P7998	0	14.600625038147	0	11.9513711929321	0	0	0	0	13.6494617462158	0	0	15.1262426376343	0	0	0	15.00244140625	14.7551383972168	0	0	0	0	0	0	0	15.051549911499	0	0	0	0	0	0	0	14.8984394073486	0	0	14.8548192977905	0	0	0	0	0	14.8193311691284	0	0	0	0	0	0	0	13.5898876190186	0	0	0	0	0	13.0711002349854	0	0	0	0
P7999	0	0	15.5226650238037	0	15.894229888916	0	0	0	15.5683259963989	14.0423107147217	0	0	15.0304441452026	0	0	14.8046407699585	14.9547080993652	0	16.5178661346436	0	14.4189462661743	15.99986743927	0	13.7971448898315	0	14.6598148345947	0	14.5949859619141	0	16.5488548278809	0	0	0	0	14.9240818023682	0	0	14.8354930877686	14.9914255142212	0	0	0	0	0	14.4833879470825	15.8761615753174	0	13.5798692703247	0	0	15.4589977264404	0	0	0	14.7194538116455	0	0	15.3822803497314	15.1132164001465	14.6925563812256
P8000	0	0	0	0	0	0	0	12.374683380127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.1177635192871	0	0	0	0	13.5521640777588	0	15.4001798629761	13.1529779434204	12.9944086074829	0	0	13.164813041687	13.1092376708984	0	14.8973026275635	0	0	0	0	0	0	13.0635938644409	0	0	0	0	0	0	15.6591348648071	0	0	0	0	0	15.3435115814209	0	0
P8001	0	14.5654134750366	0	0	0	0	0	15.7400636672974	0	14.8511438369751	15.567831993103	0	14.7099304199219	0	15.1202058792114	14.8664903640747	0	0	0	14.9549417495728	0	16.9337139129639	16.2267169952393	0	0	14.9593858718872	15.7830562591553	14.9792394638062	14.8316278457642	17.4160461425781	15.0839042663574	16.140323638916	14.4954929351807	0	16.6537494659424	16.1550102233887	15.4896612167358	16.6901302337646	15.0064582824707	15.3427543640137	0	0	0	0	15.836612701416	14.4118309020996	0	0	0	0	14.0981760025024	0	0	0	0	0	0	15.0656957626343	14.9157600402832	0
P8002	0	0	0	14.7861175537109	0	0	0	0	0	14.7678842544556	16.6704788208008	14.4452228546143	15.3311071395874	0	15.3502044677734	0	14.0075044631958	0	13.0507688522339	15.7544345855713	14.3947162628174	16.8786544799805	15.8618965148926	0	0	14.431941986084	16.0012035369873	15.0102863311768	0	17.050537109375	15.4672212600708	15.5550031661987	0	14.531699180603	15.8118381500244	14.47057056427	15.8192148208618	16.7618637084961	14.2134704589844	0	0	0	0	0	15.637547492981	0	0	0	0	0	0	0	0	0	0	0	0	15.1976528167725	15.2625494003296	0
P8003	0	0	0	0	0	0	0	0	0	0	14.7344541549683	0	0	0	0	0	0	0	13.7726669311523	0	14.7879571914673	15.6829595565796	15.0281267166138	0	0	0	15.0882682800293	14.5470600128174	0	16.3535976409912	0	14.1042165756226	0	13.0626592636108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.9305839538574	0	0	0	0	0
P8004	0	0	0	15.1230773925781	0	0	0	0	0	0	0	0	16.4696731567383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.158974647522	0	0	0	0	0	0	0	15.158411026001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P8012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.4364490509033	13.2647161483765	0	0	0	0	0	13.7517213821411	15.7740955352783	0	0	0	0	15.9416732788086	0	0	12.9030532836914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.9251728057861	0	0	0	13.7679929733276	0
P8013	0	14.9231948852539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.0196676254272	14.8024673461914	15.5088586807251	14.0126438140869	0	0	0	0	0	0	15.274206161499	0	0	14.0709142684937	0	14.8814039230347	0	0	14.3329210281372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.5192775726318	0	0
P8019	0	0	0	0	0	0	0	0	0	0	0	0	13.1537313461304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.2998552322388	0	0	0	0	0	12.6516180038452	0	12.6446123123169	0	0	0	0	0	14.5242671966553	0
P8020	16.626522064209	16.8263282775879	18.1802234649658	15.8038206100464	16.8404598236084	16.9864044189453	16.4682369232178	16.7107982635498	17.5237236022949	17.4705848693848	18.2609596252441	17.6411800384521	17.3893585205078	17.2030391693115	16.6872692108154	16.72194480896	16.2424964904785	17.0569400787354	15.8518667221069	16.2613334655762	16.1132183074951	17.7468032836914	18.5757789611816	16.3541202545166	16.1140899658203	16.879222869873	17.1146450042725	16.97434425354	17.0676078796387	17.465991973877	17.660120010376	16.5773277282715	0	16.5068321228027	16.3962631225586	17.2034816741943	17.3078784942627	17.4558811187744	17.1933097839355	16.8159046173096	17.658842086792	0	15.0843152999878	17.0391292572021	17.2441577911377	16.8524017333984	16.6455154418945	17.3142833709717	17.084264755249	0	17.3113059997559	16.582462310791	18.0493335723877	15.93932056427	17.4727783203125	15.8934946060181	17.935733795166	17.3578910827637	17.2699756622314	17.2626152038574
P8021	13.5795392990112	15.0171880722046	14.4358568191528	0	14.8230314254761	0	13.8374862670898	14.0354585647583	0	0	0	0	0	0	0	15.2442655563354	14.9387788772583	13.5277042388916	0	14.9108810424805	14.7208700180054	0	0	14.2022590637207	15.6661596298218	14.8064622879028	0	14.5252504348755	13.5567455291748	14.3932266235352	0	0	15.0777435302734	13.8034210205078	14.6670017242432	14.8322095870972	0	0	15.15696144104	0	0	15.4394359588623	15.7682209014893	0	0	0	12.8917722702026	12.9154119491577	13.2205858230591	0	0	0	14.5783815383911	14.6377925872803	0	0	12.5478000640869	0	0	13.6162691116333
P8022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.6539716720581	0	0	0	0	0	0	0	11.6472539901733	0	13.1241788864136	12.6129684448242	11.7165813446045	12.1242418289185	11.5505418777466	14.2760791778564	0	0	12.4920434951782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P8023	0	0	14.0856266021729	0	0	0	0	0	0	0	15.7545967102051	14.8263483047485	17.0636024475098	0	16.7834053039551	14.6142349243164	13.987642288208	0	0	15.3440637588501	0	17.5536403656006	0	0	0	14.4270935058594	14.9012470245361	14.9801015853882	0	17.2723407745361	0	14.6871871948242	15.8525667190552	14.3430776596069	16.7884788513184	15.3342390060425	0	16.177734375	0	0	0	14.9650115966797	0	0	0	0	0	0	0	0	0	0	13.3835916519165	0	0	0	0	0	0	0
P8026	0	0	0	11.929594039917	0	0	0	0	16.7023506164551	0	0	0	0	0	0	0	0	0	0	0	0	13.7528676986694	0	0	0	0	0	0	0	14.1289100646973	15.8488607406616	0	0	0	0	0	0	0	0	0	0	0	0	0	16.0914421081543	15.447657585144	0	0	16.0000438690186	0	0	16.6925449371338	0	0	0	0	16.7635555267334	0	0	16.5975074768066
P8027	0	0	0	0	0	0	0	0	0	0	15.2034130096436	12.5012693405151	0	0	0	15.0413703918457	0	0	0	0	0	15.8476228713989	14.6887798309326	0	0	14.2779626846313	14.4074401855469	0	0	16.3570804595947	0	14.1269302368164	13.8025045394897	0	15.3121213912964	15.5909805297852	0	15.833948135376	13.4774484634399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P8028	0	15.0611305236816	0	0	0	0	0	0	0	0	15.3872985839844	0	15.6844062805176	0	15.2959098815918	15.0808210372925	0	0	0	16.05615234375	0	17.5284309387207	16.0038318634033	0	0	15.2856531143188	17.114465713501	15.8827447891235	14.8274621963501	17.4787063598633	0	16.2899284362793	0	0	15.4095058441162	15.3632555007935	0	17.1111240386963	0	14.8578443527222	0	0	14.587212562561	0	15.5446100234985	0	0	0	0	0	0	0	0	0	0	0	0	15.8701133728027	15.3990726470947	0
P8029	0	0	0	0	0	0	0	0	12.9240674972534	0	0	0	14.4612331390381	0	13.4043521881104	0	0	0	0	0	0	0	13.7996492385864	0	0	0	0	0	0	15.6600341796875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.480128288269	0	0
P8030	0	0	0	0	0	0	0	15.574107170105	15.0710525512695	14.9597568511963	15.0996952056885	14.773512840271	15.2101287841797	0	15.9475336074829	0	0	0	0	14.8282136917114	0	0	0	0	0	14.6836423873901	0	0	0	14.85231590271	0	0	0	0	0	14.9107809066772	15.0731887817383	15.1548938751221	0	0	0	0	0	0	15.6719913482666	0	14.6417541503906	0	0	15.1879005432129	0	0	0	14.7352151870728	15.514554977417	0	0	13.3785133361816	15.5402956008911	15.0862102508545
P8031	14.8141765594482	15.2549238204956	15.7691316604614	15.0403146743774	15.0639419555664	0	14.9913206100464	15.5103445053101	11.7403430938721	14.8540239334106	16.075439453125	15.1048316955566	15.8806705474854	0	15.7892284393311	13.6307497024536	14.9782304763794	16.2496242523193	14.8278570175171	15.4186601638794	14.8852701187134	16.4725894927979	13.6423606872559	14.1590919494629	15.0888767242432	16.2914905548096	14.859525680542	15.1030054092407	14.0215616226196	15.6596784591675	12.1785364151001	16.0009689331055	13.4760360717773	15.0467147827148	15.1666097640991	15.526930809021	15.0850591659546	15.2174644470215	16.1485691070557	14.8562898635864	0	14.4012832641602	15.1453990936279	15.5004482269287	11.8659076690674	15.534556388855	11.7069187164307	14.5034303665161	14.6469717025757	14.7695198059082	0	14.6713352203369	14.9743452072144	13.3270769119263	15.21302318573	11.3608016967773	15.1414909362793	0	12.6012849807739	15.7022533416748
P8033	0	0	0	14.0629444122314	0	0	0	0	14.4815225601196	14.7698650360107	0	0	14.0732908248901	15.4604825973511	16.8799285888672	0	0	0	0	0	0	16.0187473297119	0	0	0	0	0	0	0	15.8532094955444	16.3467578887939	15.8614940643311	0	0	0	0	16.4434947967529	14.5416765213013	0	14.7385225296021	0	0	0	0	14.5852251052856	13.6588077545166	14.4535446166992	16.3738822937012	15.4546375274658	0	0	17.0140018463135	0	0	16.8139476776123	0	0	0	14.6789693832397	0
