"Bin"	"X932"	"X933"	"X934"	"X935"	"X937"	"X938"	"X939"	"X940"	"X941"	"X942"	"X943"	"X944"	"X945"	"X946"	"X947"	"X948"	"X949"	"X950"	"X951"	"X952"	"X953"	"X954"	"X955"	"X956"	"X957"	"X958"	"X959"	"X960"	"X961"	"X962"	"X963"	"X964"	"X965"	"X966"	"X967"	"X968"	"X969"	"X970"	"X971"	"X972"	"X973"	"X974"	"X975"	"X976"	"X978"	"X979"	"X980"	"X981"	"X982"	"X983"	"X984"	"X985"	"X986"	"X987"	"X988"	"X989"	"X990"	"X991"	"X992"	"X993"
"1"	"932_SemiBin_102"	0.319338558057726	-0.261508896390708	0.0700497233941633	-0.656589740078941	-0.096998152251615	-0.0606464010778156	0.187944199235971	0.283895218689587	0.146669435006473	0.214642984584622	0.544876795831365	0.0917441365291749	-0.157280678884157	0.684836926269337	-0.118942822954759	-0.28660205549498	0.284297613738112	0.123926989555926	0.00767427198736659	0.377909779595121	-0.0892808339040476	0.118856267431027	0.659883946876704	-1.04878168254064	0.726721938195291	0.108274680871026	-0.0249783222851478	0.243072725845144	0.739489857336437	0.486726650640746	0.852122079670931	-0.0645205367321093	-0.657991359625667	-0.567126722451485	-0.743418106877205	-0.539017151511187	0.226323393613832	0.0039099223883472	-0.120507776355273	0.302716239540507	-0.524360346761584	-0.482081034288746	-0.696070007326878	-21.3987085160415	0.338639445337783	-0.000629760695362691	0.28370269796154	0.0560887137913477	0.0341426811264549	-0.0716274295818025	-0.0657361466065458	-0.174620877042689	0.0708630689020993	0.106987547054524	-0.0151291527088544	0.597335352490195	0.130944590059131	0.38216443781403	0.586727101459613	0.0880041396066655
"2"	"932_SemiBin_106"	-0.0660113795013491	-0.414948345649926	-0.486641022644871	0.243329964432402	0.221750681951865	-0.766840518709004	-0.0532574032443263	0.246964417181947	0.676735438068403	0.586738230664922	0.342779027621848	0.0271224904370406	0.393830678490443	-0.273840007064269	0.772429969635204	-0.0399153406582098	0.527809173075124	0.42584325299706	-0.096261099574491	0.226327756800304	-0.204809931157042	-0.938702176691281	-0.00863004298561165	0.15381159784834	-0.171893350718926	-0.505411769953022	-0.599931491007724	-0.225612076200996	0.113141546572995	-0.581181241707244	0.182849989525709	0.196996701289602	-0.193478392343797	0.0281935580267572	-0.841049502904627	-0.90526956872364	-0.0294481330700433	-0.108077791727212	0.0402324240256275	-0.746837969223639	-2.09354398865194	-0.492145100768557	-0.267338510184023	-1.69451312472757	0.124343306085823	-0.5168600436243	-0.0653763410723895	0.464754742146828	0.342312741656683	0.522024019581082	0.159092385280001	0.624712894406128	0.349555909093902	-0.0213659750161073	-0.321921969410346	-0.275115089071334	0.320822951629084	-0.394301294110842	-0.122908923119521	0.736098282077634
"3"	"932_SemiBin_124"	0.697994150961117	0.0281457450295362	0.358886314153182	0.12591469155221	0.418981648833312	-0.273729214140927	0.100707679070349	0.31270506873977	-0.00799165255447143	-0.113600571087987	-0.0466714856744668	0.237927551453075	-0.0859002377653422	-0.589626960197105	-0.00272719660451237	-0.63477361005179	0.0158469576347464	0.264767813343239	0.121896286476993	0.578925025149522	0.107550031730647	0.686871229412753	0.700282805558809	-0.593801723260411	-0.449720892801346	-0.599445635413694	-0.058898369198265	0.457892594842817	0.17415419467089	0.353497027008185	0.0581146508125521	-0.674569584400993	-1.20037816738571	-0.407994334239928	-0.254123237792347	0.195121810016507	-0.177036731147852	0.414693350313286	-0.10997373131247	-0.774538845442509	-0.7898483273476	-0.94876397333432	-0.430723510850988	-1.44070889211999	-0.0448256664470197	-0.204546454494475	-0.10777058672066	0.111216975113479	0.111322345056994	0.481521552057047	0.105086093825247	-0.171341732497902	0.0855667609801989	-0.654178611819845	0.296879664981192	-0.102296278045489	0.0967487206057625	-0.304297526677748	0.0511921003542151	0.172060811735982
"4"	"932_SemiBin_153"	0.800719551189251	1.86373095056326	1.15539995177428	-0.506960539708394	1.8731162793399	-0.203846715102955	0.543110966232518	1.16128794647794	-0.22835016726278	0.0544455306173441	-0.441985966512823	0.490153980653631	-0.292172790111506	-1.15514873792663	-0.335877849443486	-0.582798563332969	1.07137662068654	0.787458351663268	0.432491706504972	0.588948191675772	0.573389351689123	-0.856198742915184	0.447821894822209	0.454209760920222	0.357628875180587	0.203564257044999	-0.313376578219061	1.85155406535966	0.906338480221553	-0.942361246815893	-0.43218530319135	-0.144301736489012	-0.299592652389401	-0.222844439296757	-0.294278609432534	1.18914052975452	-0.197358957269895	-0.691404484490482	0.184913232735747	-1.29445379706216	-22.338842733411	-0.472662447086663	-0.941922673037628	-0.101527986489812	-0.403867089041444	0.18021675403619	0.0276571546686624	-0.055650177253999	0.915586829779914	0.73841554803061	0.572218248051424	-0.0346973924396101	0.520531318426142	0.516942213137203	-0.551058038677224	1.12640101024108	0.423074217271036	0.194331088017501	-0.393173358807116	-0.163434122092535
"5"	"932_SemiBin_172"	1.96289928949472	0.816177034504149	-0.407532731604904	0.44347690284238	0.0313894842835118	0.544687828736909	0.347648425290546	-0.0874584201706146	1.16887781240699	0.491411817434483	0.602799899442716	-0.112931000705149	0.397261396853172	-0.374348938773679	0.95723183599828	-0.0819960365432619	0.253752447171903	-0.695970061347614	-0.880095651503254	-0.148604448626005	-0.655065220911284	-1.09708519948193	0.42442484614056	0.419243113201473	-0.491092691346581	-0.676343838205664	-0.671671374519831	-1.53641204051044	0.170707286341258	-0.79293147299518	0.0761010303034251	-0.206720456727684	-0.374076480722025	0.00627504714279681	-0.899763081171352	-1.70397262333752	-0.403003566879565	-0.829062123634454	0.27404469454438	0.453929621793357	-1.64519097279959	0.0371092192484479	0.112240952695807	-3.15533647632324	0.376897341721484	-0.846351139962562	-0.240032398473057	0.433871273905317	0.156525465983695	0.328586324318278	0.210212018329049	0.566504758879971	0.249090907205826	-0.444124692803773	-0.845183018058638	-0.576927822124671	0.80356817503703	0.337883861415019	0.0576324659567895	1.00977927784326
"6"	"932_SemiBin_176"	2.02798088056287	1.05531921602488	0.796321817855309	-1.14007660933446	1.68240623589478	0.971919165584726	0.0335001170471436	0.146532406277181	1.64690179524122	0.84362963323912	2.14908946656514	2.59426057600361	1.25591032542601	0.418025510484132	0.910702719360687	0.837729425306144	0.403184741197181	0.757927690973056	0.394414060576877	0.728959399667593	0.0799692800541596	0.597853881594564	1.60690082471628	-1.43884138263867	-20.5320051104196	0.145842141193955	-20.5320051104196	-0.433708928859267	0.618463501789089	-0.798748346074853	1.01147592438065	0.261654365907225	0.624572680167176	0.659635230318799	-0.962327156295108	1.07824252031049	0.78959380384954	2.06440866690207	0.836759082310865	1.14910543689824	-20.5320051104196	-0.205143538905311	0.820098077158042	-20.5320051104196	1.15801215639191	2.27177835834318	0.717427678585169	1.82705454439059	1.05412353792701	-1.31621048865529	1.5133066641243	0.597699721911337	0.0988893093156396	-1.19295425392267	1.2001149968368	-0.844088850705616	0.849269598049951	1.0899437926388	1.19966239824684	0.961500660738502
"7"	"932_SemiBin_178"	-1.28293500708868	-1.28293500708868	-1.28293500708868	-1.28293500708868	-1.28293500708868	-1.28293500708868	18.7380637448403	-1.28293500708868	-1.28293500708868	-1.28293500708868	-1.28293500708868	-1.28293500708868	-1.28293500708868	-1.28293500708868	-1.28293500708868	-1.28293500708868	-1.28293500708868	-1.28293500708868	-1.28293500708868	-1.28293500708868	-1.28293500708868	-1.28293500708868	18.5849398903471	-1.28293500708868	-1.28293500708868	-1.28293500708868	-1.28293500708868	-1.28293500708868	-1.28293500708868	-1.28293500708868	-1.28293500708868	-1.28293500708868	-1.28293500708868	-1.28293500708868	-1.28293500708868	-1.28293500708868	-1.28293500708868	-1.28293500708868	-1.28293500708868	-1.28293500708868	-1.28293500708868	-1.28293500708868	-1.28293500708868	-1.28293500708868	18.1031486078393	-1.28293500708868	-1.28293500708868	-1.28293500708868	-1.28293500708868	-1.28293500708868	-1.28293500708868	-1.28293500708868	-1.28293500708868	-1.28293500708868	-1.28293500708868	-1.28293500708868	-1.28293500708868	-1.28293500708868	-1.28293500708868	-1.28293500708868
"8"	"932_SemiBin_216"	2.45861434649092	3.6478328782062	1.95509467890114	2.47186515712799	1.8214374966314	-18.8227403915551	3.60888306670857	2.54240123423841	2.83254771972996	1.42989034198407	1.29039295596867	1.86066878651389	3.56926366452849	-18.8227403915551	2.38078273425433	0.813009498965869	0.612887921124797	3.75815593443205	-0.519906804322006	-18.8227403915551	0.942046499486034	2.70822347707762	2.57663498883525	0.286138821786515	-18.8227403915551	1.98535148048077	2.68902854960411	2.59140005106901	1.88897243208413	3.71494932704677	2.55594729121666	2.51606144155038	-18.8227403915551	2.24283778403952	2.37889386409643	2.10706732723598	3.50415951593998	2.58353063728423	0.0365406335529981	1.49775389480335	1.46232003176296	-0.26261282837873	0.90038201972758	-18.8227403915551	2.87003665115732	2.30201182497284	2.35487251839468	2.70101702985437	2.84518335629095	-18.8227403915551	0.584943918347612	-18.8227403915551	0.946407358344365	1.27956307926089	2.46024873062903	2.40776719118433	1.71923925136757	1.5299394205613	2.0695790584647	0.760608461766113
"9"	"932_SemiBin_237"	-0.337778399917014	-0.534661912112184	0.0596819644233637	0.320775833771442	-0.248528037589535	-0.451672583974633	-0.10310119389172	-0.140714670083835	0.457575775049099	0.156512595722659	0.262407152061619	0.44751990241836	0.0741009192606423	-0.469771222367761	0.247250027451518	-0.244659683335806	-0.0673284008008057	0.528327922482278	-0.625046640040743	0.17412546999752	-0.408021041983464	0.185793424701393	0.349392687549112	-0.701249019217977	-0.705892730726416	0.1127756536477	0.150557148008775	-0.406391457929439	-0.231671307921384	0.313089145420037	0.601286950363364	0.0561485957774233	-0.741615946946909	0.0588186813567582	-0.318852269893576	-0.858050759090545	-0.0259310086594997	0.0209567642033681	-0.462438835136766	0.136426817437629	-0.432002623545533	-0.616477827702911	-0.201085528110528	-0.943504738134241	0.311797312392434	-0.207081722360683	0.191254868604935	0.423919119637094	0.22784725283738	-0.175818682122343	-0.152871201750531	-0.0617851636280324	0.141904020513387	0.0321340048584577	0.112656361126656	-0.352298975462602	0.317418462914297	-0.300036687161972	-0.0471309774655424	0.532854473932203
"10"	"933_SemiBin_193"	0.0898797676924632	0.353641153888377	0.0743969874975567	0.0719840588405081	0.259245195708201	-0.336657197850586	0.415904575474989	0.24813837946004	0.278117431230252	0.547396067783154	0.339556655207704	0.199482696259976	-0.0768470279838667	-0.833973788894693	0.527121337234942	0.409124858558089	0.414423319873962	0.373728426900505	0.0568945993246608	0.35142465275937	0.562932621959856	-0.105014579440854	0.567787455068888	-0.0931628930937904	-0.156316951678522	-0.305875795167307	0.39351647165493	-0.23537140276483	0.41795043340153	0.0497927113070844	0.123363581946316	0.162010943026361	0.121360041709373	-0.474039971126053	-1.1754542442111	-0.638029216162237	0.0240902961640579	0.47624832222417	0.441504778999143	-1.11159977156044	-2.50082449003961	-0.25048628494516	-0.163500851039115	-23.3937951283009	0.224597247596907	-0.0611737200510589	0.137484053445215	0.341704652985688	-0.166264586920109	0.846607623191189	-0.00399837648378476	-0.146622843291509	0.720483628712143	-0.297762498513134	-0.357287550360352	-0.0635214988551915	-0.00550463965292369	0.327572410874307	0.177876377555608	0.28105030934259
