"ko_id"	"mean_control"	"mean_stress"	"log2Fold_change"	"p_value"	"FDR"	"SCORE_neg_log10_p"	"Significance"
"K05847"	5.16407990082616	1.94434647470479	-3.21973342612137	0.0455960597537918	0.252536831478572	1.34107268586895	"p < 0.05 & |FC| > 1"
"K05879"	8.62027360725621	10.8861105718216	2.26583696456536	0.260982897672695	0.383080159741791	0.583387951243072	"Not significant"
"K05936"	10.5743745064761	12.7410806675892	2.16670616111306	0.258849280408821	0.382183349309494	0.58695303800263	"Not significant"
"K05942"	7.99031983808595	10.6893983027815	2.69907846469556	0.175682918083638	0.320667976161279	0.755270463562557	"Not significant"
"K06024"	5.62183424919729	2.45567046698032	-3.16616378221697	0.0509079607731937	0.252536831478572	1.29321429920479	"p < 0.1 & |FC| > 3"
"K06078"	6.79407068910732	10.8751928721222	4.08112218301484	0.0473110347888742	0.252536831478572	1.32503755294101	"p < 0.05 & |FC| > 1"
"K06131"	0.475735110204374	3.50695908493932	3.03122397473494	0.0220813621537394	0.252536831478572	1.65597413938461	"p < 0.05 & |FC| > 1"
"K06168"	11.1294377163345	8.95887750384316	-2.17056021249132	0.267330907693197	0.390116615296468	0.572950827009958	"Not significant"
"K06217"	13.2413091749953	14.1833921343224	0.942082959327145	0.561434482322731	0.640545704831843	0.250700917275872	"Not significant"
"K06221"	12.7127990832961	12.4071081542072	-0.305690929088893	0.87944534897016	0.897320254437033	0.0557911435608587	"Not significant"
"K06298"	8.90542417450397	11.9737301874344	3.06830601293045	0.166621740473059	0.319252342433114	0.778268333352489	"Not significant"
"K06894"	3.81257503303559	6.86243672857518	3.04986169553959	0.136307324776959	0.296984252914854	0.865480805759304	"Not significant"
"K06920"	8.62635136223035	7.64562670992671	-0.980724652303638	0.615145005714169	0.688532413359458	0.211022497625431	"Not significant"
"K06923"	8.10961324343438	9.95749180391753	1.84787856048314	0.343896603025507	0.456709245287843	0.463572114072037	"Not significant"
"K06929"	7.17704496553146	5.02442149405108	-2.15262347148037	0.292803014176127	0.410578528258145	0.533424456871427	"Not significant"
"K06941"	10.3378398934966	12.1065418547626	1.768701961266	0.319662000483961	0.436060663703664	0.495308987003194	"Not significant"
"K06969"	14.0053273425889	15.5004330427926	1.49510570020376	0.289560361201992	0.408969210145893	0.538260890297719	"Not significant"
"K07010"	10.4567529397419	13.2665449016598	2.80979196191797	0.12986253146564	0.293653111692573	0.886516135493427	"Not significant"
"K07029"	11.4509835429685	10.2877552207647	-1.16322832220379	0.571835490575692	0.649024864370373	0.242728893953786	"Not significant"
"K07037"	12.9134472786195	14.3002283831952	1.38678110457567	0.353740993771475	0.464498803804903	0.451314608443321	"Not significant"
"K07082"	15.4226656385515	18.0411864215975	2.61852078304602	0.0471669044709707	0.252536831478572	1.32636262524444	"p < 0.05 & |FC| > 1"
"K07090"	9.15815932896562	12.0120592581135	2.85389992914788	0.142228889150864	0.305123514332194	0.847012181914796	"Not significant"
"K07091"	2.36437708548252	5.47868246510117	3.11430537961865	0.0649113029609197	0.263194944126611	1.18767967321276	"p < 0.1 & |FC| > 3"
"K07102"	6.63456363716468	4.06750258752099	-2.56706104964369	0.173667708071227	0.320667976161279	0.760280927150092	"Not significant"
"K07107"	7.5511765628068	5.15075759318707	-2.40041896961973	0.210799035912454	0.341358438800167	0.676131379696962	"Not significant"
"K07114"	7.86883093871677	10.4799856740938	2.61115473537699	0.181440024468772	0.322988979728098	0.741266904218778	"Not significant"
"K07118"	6.76925070723137	9.80183797752337	3.032587270292	0.14624711521796	0.308470806047967	0.83491269179127	"Not significant"
"K07166"	11.6908995429072	13.7466308405265	2.05573129761929	0.216144832495537	0.345140831099976	0.665255142945506	"Not significant"
"K07315"	9.25672579057054	12.6960207055259	3.43929491495537	0.0502225927966315	0.252536831478572	1.29910087011368	"p < 0.1 & |FC| > 3"
"K07337"	10.4338230830059	12.9458462137977	2.51202313079178	0.228997049768993	0.350477192024495	0.640170112757493	"Not significant"
"K07462"	6.51423807881672	7.46862477798979	0.954386699173071	0.639917333799958	0.698344568625171	0.193876125693209	"Not significant"
"K07568"	11.6648016608457	8.60302815252895	-3.06177350831678	0.109221112278859	0.283276160214032	0.961693405038059	"Not significant"
"K07576"	12.1642976913513	9.67943122225171	-2.48486646909962	0.190163225192444	0.324700472947643	0.720873465527859	"Not significant"
"K07720"	11.3742162874988	13.5497889964033	2.17557270890457	0.162888905336255	0.316938877824806	0.788108495282239	"Not significant"
"K07803"	2.42804935199984	5.71093819547778	3.28288884347794	0.0606402833361943	0.263194944126611	1.2172387781699	"p < 0.1 & |FC| > 3"
"K07816"	3.33383236091067	7.6146773028536	4.28084494194293	0.0208409011622172	0.252536831478572	1.6810835060387	"p < 0.05 & |FC| > 1"
"K07979"	5.92332993474006	4.21652652888269	-1.70680340585737	0.367188840547109	0.471765471081758	0.435110526170297	"Not significant"
"K08281"	4.74582443426334	3.18126706224182	-1.56455737202152	0.368390567059859	0.471765471081758	0.433691498796308	"Not significant"
"K08298"	11.303256610639	8.55222528938364	-2.75103132125538	0.154529942439862	0.316465682144055	0.810987357168057	"Not significant"
"K08307"	5.34481602478326	2.51970794809091	-2.82510807669235	0.0863508268361837	0.270925719198526	1.06373349957107	"Not significant"
"K08321"	7.73720843793248	4.16776614985164	-3.56944228808084	0.0626117741970954	0.263194944126611	1.20334398966495	"p < 0.1 & |FC| > 3"
"K08676"	9.57059617613004	12.5272437158518	2.95664753972178	0.114817219788607	0.285337843237033	0.939992973450675	"Not significant"
"K08679"	4.3928855384538	6.70799952930938	2.31511399085558	0.225649318164069	0.349617153451736	0.646565974432911	"Not significant"
"K08986"	7.71009528274264	6.74815046460918	-0.961944818133456	0.628636311111434	0.693664514258686	0.201600536999833	"Not significant"
"K09137"	9.11069419829622	6.99937371516289	-2.11132048313332	0.304923832076471	0.422850175973448	0.515808630948418	"Not significant"
"K09251"	13.4135719532717	15.9125956512297	2.49902369795806	0.0692066386946468	0.263194944126611	1.15985224354666	"Not significant"
"K09475"	6.78048033173049	9.56332319838234	2.78284286665184	0.193396599043817	0.32732646345486	0.713551167427218	"Not significant"
