"ko_id"	"SampleID"	"summedLFQ"	"corral"	"Tto"	"sex"
"K02961"	"X948"	1553276.50775568	"C4"	"stress"	"M"
"K02961"	"X949"	1219210.9823986	"C4"	"stress"	"F"
"K02961"	"X950"	716505.935977035	"C4"	"stress"	"M"
"K02961"	"X951"	639394.870230899	"C4"	"stress"	"F"
"K02961"	"X952"	1188562.06441997	"C4"	"stress"	"M"
"K02961"	"X953"	1274044.59555181	"C4"	"stress"	"M"
"K02961"	"X954"	309631.516358075	"C4"	"stress"	"F"
"K02961"	"X955"	893230.877687647	"C3"	"control"	"M"
"K02961"	"X956"	1322798.57170039	"C3"	"control"	"F"
"K02961"	"X957"	1358618.3048681	"C3"	"control"	"F"
"K02961"	"X958"	1558957.35021905	"C3"	"control"	"F"
"K02961"	"X959"	778398.617195993	"C3"	"control"	"M"
"K02961"	"X960"	1543628.19193137	"C3"	"control"	"M"
"K02961"	"X961"	1207438.420958	"C3"	"control"	"M"
"K02961"	"X962"	605066.041975605	"C3"	"control"	"F"
"K02961"	"X963"	881242.016528767	"C10"	"stress"	"M"
"K02961"	"X964"	1437368.69856726	"C10"	"stress"	"M"
"K02961"	"X965"	1116492.08148264	"C10"	"stress"	"F"
"K02961"	"X966"	897023.742157623	"C10"	"stress"	"F"
"K02961"	"X967"	637723.236427646	"C10"	"stress"	"F"
"K02961"	"X968"	850393.915782574	"C10"	"stress"	"F"
"K02961"	"X969"	774923.419013586	"C10"	"stress"	"M"
"K02961"	"X970"	730718.235112555	"C9"	"control"	"F"
"K02961"	"X971"	1108346.31561572	"C9"	"control"	"M"
"K02961"	"X972"	778490.211021437	"C9"	"control"	"F"
"K02961"	"X973"	30412.7233559364	"C9"	"control"	"F"
"K02961"	"X974"	1363448.25631299	"C9"	"control"	"F"
"K02961"	"X975"	1461743.55761692	"C9"	"control"	"M"
"K02961"	"X976"	354201.58178425	"C9"	"control"	"M"
"K02961"	"X978"	878836.099747786	"C8"	"stress"	"M"
"K02961"	"X979"	375965.939386164	"C8"	"stress"	"M"
"K02961"	"X980"	600768.491950442	"C8"	"stress"	"F"
"K02961"	"X981"	1158142.18094526	"C8"	"stress"	"M"
"K02961"	"X982"	605932.129758362	"C8"	"stress"	"F"
"K02961"	"X983"	872235.860823879	"C8"	"stress"	"M"
"K02961"	"X984"	390473.532720567	"C8"	"stress"	"F"
"K02961"	"X985"	441974.135877162	"C8"	"stress"	"F"
"K02961"	"X986"	1061718.95568838	"C7"	"control"	"F"
"K02961"	"X987"	1137109.42782491	"C7"	"control"	"F"
"K02961"	"X988"	555109.368620225	"C7"	"control"	"F"
"K02961"	"X989"	434629.159980691	"C7"	"control"	"M"
"K02961"	"X990"	619041.600196934	"C7"	"control"	"F"
"K02961"	"X991"	519060.548607163	"C7"	"control"	"M"
"K02961"	"X992"	761284.361502158	"C7"	"control"	"M"
"K02961"	"X993"	1264950.28932856	"C7"	"control"	"M"
"K02963"	"X932"	534301.783330274	"C6"	"stress"	"F"
"K02963"	"X933"	428115.456330656	"C6"	"stress"	"M"
"K02963"	"X934"	670598.416849098	"C6"	"stress"	"F"
"K02963"	"X935"	362304.71841134	"C6"	"stress"	"M"
"K02963"	"X937"	361213.402927961	"C6"	"stress"	"M"
"K02963"	"X938"	419438.061288027	"C6"	"stress"	"F"
"K02963"	"X939"	711439.046389094	"C6"	"stress"	"M"
"K02963"	"X940"	435813.964873438	"C5"	"control"	"M"
"K02963"	"X941"	250818.217718595	"C5"	"control"	"F"
"K02963"	"X942"	275472.365411353	"C5"	"control"	"F"
"K02963"	"X943"	200030.463456689	"C5"	"control"	"F"
"K02963"	"X944"	932023.28243418	"C5"	"control"	"M"
"K02963"	"X945"	232026.055126772	"C5"	"control"	"M"
"K02963"	"X946"	115979.697316439	"C5"	"control"	"F"
"K02963"	"X947"	359872.00580179	"C5"	"control"	"M"
"K02963"	"X948"	390115.53030103	"C4"	"stress"	"M"
"K02963"	"X949"	327276.246326451	"C4"	"stress"	"F"
"K02963"	"X950"	109929.942946447	"C4"	"stress"	"M"
"K02963"	"X951"	359568.571010413	"C4"	"stress"	"F"
"K02963"	"X952"	395635.422101392	"C4"	"stress"	"M"
"K02963"	"X953"	156624.905233947	"C4"	"stress"	"M"
"K02963"	"X954"	176072.609078093	"C4"	"stress"	"F"
"K02963"	"X955"	400568.000855931	"C3"	"control"	"M"
"K02963"	"X956"	293209.433482772	"C3"	"control"	"F"
"K02963"	"X957"	382081.625706358	"C3"	"control"	"F"
"K02963"	"X958"	387474.03583561	"C3"	"control"	"F"
"K02963"	"X959"	250455.678761352	"C3"	"control"	"M"
"K02963"	"X960"	294571.173439669	"C3"	"control"	"M"
"K02963"	"X961"	851355.379049337	"C3"	"control"	"M"
"K02963"	"X962"	284814.055840471	"C3"	"control"	"F"
"K02963"	"X963"	875775.795294174	"C10"	"stress"	"M"
"K02963"	"X964"	450185.763433803	"C10"	"stress"	"M"
"K02963"	"X965"	474304.006321768	"C10"	"stress"	"F"
"K02963"	"X966"	133530.264462716	"C10"	"stress"	"F"
"K02963"	"X967"	262931.936614011	"C10"	"stress"	"F"
"K02963"	"X968"	66540.4427232236	"C10"	"stress"	"F"
"K02963"	"X969"	198600.467129615	"C10"	"stress"	"M"
"K02963"	"X970"	171597.360525044	"C9"	"control"	"F"
"K02963"	"X971"	276315.406024623	"C9"	"control"	"M"
"K02963"	"X972"	162100.496882315	"C9"	"control"	"F"
"K02963"	"X973"	0	"C9"	"control"	"F"
"K02963"	"X974"	449130.741995707	"C9"	"control"	"F"
"K02963"	"X975"	381945.209085753	"C9"	"control"	"M"
"K02963"	"X976"	0	"C9"	"control"	"M"
"K02963"	"X978"	213569.688661622	"C8"	"stress"	"M"
"K02963"	"X979"	282256.440235119	"C8"	"stress"	"M"
"K02963"	"X980"	299560.944272189	"C8"	"stress"	"F"
"K02963"	"X981"	525317.055959699	"C8"	"stress"	"M"
"K02963"	"X982"	186004.651205759	"C8"	"stress"	"F"
"K02963"	"X983"	271066.49753227	"C8"	"stress"	"M"
"K02963"	"X984"	432735.049012198	"C8"	"stress"	"F"
"K02963"	"X985"	120945.756724373	"C8"	"stress"	"F"
"K02963"	"X986"	406537.000053606	"C7"	"control"	"F"
"K02963"	"X987"	160458.380879027	"C7"	"control"	"F"
"K02963"	"X988"	131055.574558371	"C7"	"control"	"F"
"K02963"	"X989"	100797.52042359	"C7"	"control"	"M"
"K02963"	"X990"	170712.065460871	"C7"	"control"	"F"
"K02963"	"X991"	346613.337598222	"C7"	"control"	"M"
"K02963"	"X992"	679963.603394519	"C7"	"control"	"M"
"K02963"	"X993"	275293.668597029	"C7"	"control"	"M"
"K02965"	"X932"	1337055.86210882	"C6"	"stress"	"F"
"K02965"	"X933"	2575798.90963081	"C6"	"stress"	"M"
"K02965"	"X934"	1524045.32200805	"C6"	"stress"	"F"
"K02965"	"X935"	1743069.33016233	"C6"	"stress"	"M"
"K02965"	"X937"	2555625.94408752	"C6"	"stress"	"M"
"K02965"	"X938"	1011883.67722987	"C6"	"stress"	"F"
"K02965"	"X939"	2184925.05594677	"C6"	"stress"	"M"
"K02965"	"X940"	3025715.64387599	"C5"	"control"	"M"
"K02965"	"X941"	1124286.82141209	"C5"	"control"	"F"
"K02965"	"X942"	1627611.19916906	"C5"	"control"	"F"
"K02965"	"X943"	2148175.13332782	"C5"	"control"	"F"
"K02965"	"X944"	1853904.4225443	"C5"	"control"	"M"
"K02965"	"X945"	1252148.71955087	"C5"	"control"	"M"
"K02965"	"X946"	465128.074931537	"C5"	"control"	"F"
"K02965"	"X947"	1817127.65370753	"C5"	"control"	"M"
"K02965"	"X948"	3398441.99307792	"C4"	"stress"	"M"
"K02965"	"X949"	3176768.42062859	"C4"	"stress"	"F"
"K02965"	"X950"	2545753.26731111	"C4"	"stress"	"M"
"K02965"	"X951"	2646143.82008889	"C4"	"stress"	"F"
"K02965"	"X952"	2881582.11570722	"C4"	"stress"	"M"
"K02965"	"X953"	2496484.74409409	"C4"	"stress"	"M"
"K02965"	"X954"	1599707.43402173	"C4"	"stress"	"F"
"K02965"	"X955"	2012823.10086446	"C3"	"control"	"M"
"K02965"	"X956"	2650439.60533319	"C3"	"control"	"F"
"K02965"	"X957"	3638693.55100167	"C3"	"control"	"F"
"K02965"	"X958"	4214851.49170438	"C3"	"control"	"F"
"K02965"	"X959"	3692783.10948903	"C3"	"control"	"M"
"K02965"	"X960"	3620682.81030689	"C3"	"control"	"M"
"K02965"	"X961"	2264874.88201331	"C3"	"control"	"M"
"K02965"	"X962"	1859691.45540621	"C3"	"control"	"F"
"K02965"	"X963"	2355667.53831257	"C10"	"stress"	"M"
"K02965"	"X964"	3728854.04361865	"C10"	"stress"	"M"
"K02965"	"X965"	2765427.17725023	"C10"	"stress"	"F"
"K02965"	"X966"	3139967.61929787	"C10"	"stress"	"F"
"K02965"	"X967"	2375203.06436928	"C10"	"stress"	"F"
"K02965"	"X968"	1459512.37014435	"C10"	"stress"	"F"
"K02965"	"X969"	1600102.10166587	"C10"	"stress"	"M"
"K02965"	"X970"	1578725.29814083	"C9"	"control"	"F"
"K02965"	"X971"	2342568.71459953	"C9"	"control"	"M"
"K02965"	"X972"	2138822.15335162	"C9"	"control"	"F"
"K02965"	"X973"	379301.966341489	"C9"	"control"	"F"
"K02965"	"X974"	3752254.43959827	"C9"	"control"	"F"
"K02965"	"X975"	4862791.67823418	"C9"	"control"	"M"
"K02965"	"X976"	3216851.88611824	"C9"	"control"	"M"
"K02965"	"X978"	3067728.43234099	"C8"	"stress"	"M"
"K02965"	"X979"	1571111.28406176	"C8"	"stress"	"M"
"K02965"	"X980"	2141118.00667511	"C8"	"stress"	"F"
"K02965"	"X981"	2861299.7109943	"C8"	"stress"	"M"
"K02965"	"X982"	1510139.54512289	"C8"	"stress"	"F"
"K02965"	"X983"	2047357.61585202	"C8"	"stress"	"M"
"K02965"	"X984"	1921579.26100879	"C8"	"stress"	"F"
"K02965"	"X985"	2613027.90365771	"C8"	"stress"	"F"
"K02965"	"X986"	2355020.06845291	"C7"	"control"	"F"
"K02965"	"X987"	2500915.19471844	"C7"	"control"	"F"
"K02965"	"X988"	1803847.22856986	"C7"	"control"	"F"
"K02965"	"X989"	1304578.00702869	"C7"	"control"	"M"
"K02965"	"X990"	1544700.0710615	"C7"	"control"	"F"
"K02965"	"X991"	1046991.25711939	"C7"	"control"	"M"
"K02965"	"X992"	1641611.74548472	"C7"	"control"	"M"
"K02965"	"X993"	3270049.30998304	"C7"	"control"	"M"
"K02966"	"X932"	0	"C6"	"stress"	"F"
"K02966"	"X933"	120286.867208521	"C6"	"stress"	"M"
"K02966"	"X934"	0	"C6"	"stress"	"F"
"K02966"	"X935"	0	"C6"	"stress"	"M"
"K02966"	"X937"	0	"C6"	"stress"	"M"
"K02966"	"X938"	0	"C6"	"stress"	"F"
"K02966"	"X939"	166303.470344671	"C6"	"stress"	"M"
"K02966"	"X940"	113159.202184184	"C5"	"control"	"M"
"K02966"	"X941"	0	"C5"	"control"	"F"
"K02966"	"X942"	20041.0886113012	"C5"	"control"	"F"
"K02966"	"X943"	0	"C5"	"control"	"F"
"K02966"	"X944"	69378.0401987993	"C5"	"control"	"M"
"K02966"	"X945"	28037.8354679783	"C5"	"control"	"M"
"K02966"	"X946"	28960.8140955127	"C5"	"control"	"F"
"K02966"	"X947"	0	"C5"	"control"	"M"
"K02966"	"X948"	152591.447183486	"C4"	"stress"	"M"
"K02966"	"X949"	0	"C4"	"stress"	"F"
"K02966"	"X950"	32831.6146018498	"C4"	"stress"	"M"
"K02966"	"X951"	0	"C4"	"stress"	"F"
"K02966"	"X952"	0	"C4"	"stress"	"M"
"K02966"	"X953"	176464.913473338	"C4"	"stress"	"M"
"K02966"	"X954"	0	"C4"	"stress"	"F"
"K02966"	"X955"	33653.642354739	"C3"	"control"	"M"
"K02966"	"X956"	0	"C3"	"control"	"F"
"K02966"	"X957"	0	"C3"	"control"	"F"
"K02966"	"X958"	198250.349323895	"C3"	"control"	"F"
"K02966"	"X959"	0	"C3"	"control"	"M"
"K02966"	"X960"	25804.7795468935	"C3"	"control"	"M"
"K02966"	"X961"	159155.097719016	"C3"	"control"	"M"
"K02966"	"X962"	0	"C3"	"control"	"F"
"K02966"	"X963"	17865.2961333874	"C10"	"stress"	"M"
"K02966"	"X964"	0	"C10"	"stress"	"M"
"K02966"	"X965"	0	"C10"	"stress"	"F"
"K02966"	"X966"	0	"C10"	"stress"	"F"
"K02966"	"X967"	0	"C10"	"stress"	"F"
"K02966"	"X968"	50050.6818962196	"C10"	"stress"	"F"
"K02966"	"X969"	46472.8288644885	"C10"	"stress"	"M"
"K02966"	"X970"	35188.6673475049	"C9"	"control"	"F"
"K02966"	"X971"	0	"C9"	"control"	"M"
"K02966"	"X972"	0	"C9"	"control"	"F"
"K02966"	"X973"	0	"C9"	"control"	"F"
"K02966"	"X974"	0	"C9"	"control"	"F"
"K02966"	"X975"	0	"C9"	"control"	"M"
"K02966"	"X976"	0	"C9"	"control"	"M"
"K02966"	"X978"	25634.5427571368	"C8"	"stress"	"M"
"K02966"	"X979"	0	"C8"	"stress"	"M"
"K02966"	"X980"	0	"C8"	"stress"	"F"
"K02966"	"X981"	0	"C8"	"stress"	"M"
"K02966"	"X982"	0	"C8"	"stress"	"F"
"K02966"	"X983"	0	"C8"	"stress"	"M"
"K02966"	"X984"	0	"C8"	"stress"	"F"
"K02966"	"X985"	0	"C8"	"stress"	"F"
"K02966"	"X986"	0	"C7"	"control"	"F"
"K02966"	"X987"	0	"C7"	"control"	"F"
"K02966"	"X988"	31217.7819072287	"C7"	"control"	"F"
"K02966"	"X989"	0	"C7"	"control"	"M"
"K02966"	"X990"	0	"C7"	"control"	"F"
"K02966"	"X991"	46043.5423958602	"C7"	"control"	"M"
"K02966"	"X992"	7570.90734005442	"C7"	"control"	"M"
"K02966"	"X993"	0	"C7"	"control"	"M"
"K02967"	"X932"	6582009.1319181	"C6"	"stress"	"F"
"K02967"	"X933"	6898710.05480077	"C6"	"stress"	"M"
"K02967"	"X934"	5574022.3918836	"C6"	"stress"	"F"
"K02967"	"X935"	6488901.05791102	"C6"	"stress"	"M"
"K02967"	"X937"	7535077.37562232	"C6"	"stress"	"M"
"K02967"	"X938"	6094311.26722694	"C6"	"stress"	"F"
"K02967"	"X939"	5978792.02825392	"C6"	"stress"	"M"
"K02967"	"X940"	6570964.29884242	"C5"	"control"	"M"
"K02967"	"X941"	7692172.88505081	"C5"	"control"	"F"
"K02967"	"X942"	6195223.43722445	"C5"	"control"	"F"
"K02967"	"X943"	6230105.40808557	"C5"	"control"	"F"
"K02967"	"X944"	7223069.28299913	"C5"	"control"	"M"
"K02967"	"X945"	5983549.9848725	"C5"	"control"	"M"
"K02967"	"X946"	3164813.26516499	"C5"	"control"	"F"
"K02967"	"X947"	7551229.50015468	"C5"	"control"	"M"
"K02967"	"X948"	6212049.26008881	"C4"	"stress"	"M"
"K02967"	"X949"	6260388.34835713	"C4"	"stress"	"F"
"K02967"	"X950"	5832898.63367848	"C4"	"stress"	"M"
"K02967"	"X951"	5825252.5943766	"C4"	"stress"	"F"
"K02967"	"X952"	7804304.36912014	"C4"	"stress"	"M"
"K02967"	"X953"	5355731.71419721	"C4"	"stress"	"M"
"K02967"	"X954"	3158595.21870232	"C4"	"stress"	"F"
"K02967"	"X955"	6087820.01115773	"C3"	"control"	"M"
"K02967"	"X956"	5808068.18218715	"C3"	"control"	"F"
"K02967"	"X957"	6700333.9576809	"C3"	"control"	"F"
"K02967"	"X958"	5278999.77230388	"C3"	"control"	"F"
"K02967"	"X959"	6234009.7904633	"C3"	"control"	"M"
"K02967"	"X960"	5911802.64497895	"C3"	"control"	"M"
"K02967"	"X961"	6377270.28569232	"C3"	"control"	"M"
"K02967"	"X962"	3691714.47456758	"C3"	"control"	"F"
"K02967"	"X963"	7208229.87218733	"C10"	"stress"	"M"
"K02967"	"X964"	5323640.15597981	"C10"	"stress"	"M"
"K02967"	"X965"	4559690.08265079	"C10"	"stress"	"F"
"K02967"	"X966"	5142709.16089244	"C10"	"stress"	"F"
"K02967"	"X967"	3809283.52892494	"C10"	"stress"	"F"
"K02967"	"X968"	3430058.67722207	"C10"	"stress"	"F"
"K02967"	"X969"	4077409.44059264	"C10"	"stress"	"M"
"K02967"	"X970"	4720686.58554387	"C9"	"control"	"F"
"K02967"	"X971"	5359348.91302596	"C9"	"control"	"M"
"K02967"	"X972"	3417852.29706095	"C9"	"control"	"F"
"K02967"	"X973"	1589661.18801212	"C9"	"control"	"F"
"K02967"	"X974"	5470614.89614733	"C9"	"control"	"F"
"K02967"	"X975"	5589698.03656113	"C9"	"control"	"M"
"K02967"	"X976"	1511987.91279907	"C9"	"control"	"M"
"K02967"	"X978"	6173272.26205103	"C8"	"stress"	"M"
"K02967"	"X979"	4415804.3232514	"C8"	"stress"	"M"
"K02967"	"X980"	5472274.15304889	"C8"	"stress"	"F"
"K02967"	"X981"	7074897.23035152	"C8"	"stress"	"M"
"K02967"	"X982"	6580849.60206691	"C8"	"stress"	"F"
"K02967"	"X983"	7678323.05385185	"C8"	"stress"	"M"
"K02967"	"X984"	6575494.88656192	"C8"	"stress"	"F"
"K02967"	"X985"	6544421.10619641	"C8"	"stress"	"F"
"K02967"	"X986"	7755343.8686215	"C7"	"control"	"F"
"K02967"	"X987"	6610594.39350345	"C7"	"control"	"F"
"K02967"	"X988"	6167803.61113633	"C7"	"control"	"F"
"K02967"	"X989"	4529823.67584319	"C7"	"control"	"M"
"K02967"	"X990"	6431553.01698702	"C7"	"control"	"F"
"K02967"	"X991"	5113902.48560497	"C7"	"control"	"M"
"K02967"	"X992"	5875356.38242482	"C7"	"control"	"M"
"K02967"	"X993"	8114042.82822592	"C7"	"control"	"M"
"K02968"	"X932"	189523.82584107	"C6"	"stress"	"F"
"K02968"	"X933"	318766.433667226	"C6"	"stress"	"M"
"K02968"	"X934"	320654.948602745	"C6"	"stress"	"F"
"K02968"	"X935"	447491.076088194	"C6"	"stress"	"M"
"K02968"	"X937"	454626.294810942	"C6"	"stress"	"M"
"K02968"	"X938"	133346.748087133	"C6"	"stress"	"F"
"K02968"	"X939"	400851.218194926	"C6"	"stress"	"M"
"K02968"	"X940"	430725.13743816	"C5"	"control"	"M"
"K02968"	"X941"	120733.872044928	"C5"	"control"	"F"
"K02968"	"X942"	201377.972835298	"C5"	"control"	"F"
"K02968"	"X943"	213481.522941176	"C5"	"control"	"F"
"K02968"	"X944"	64415.0614008616	"C5"	"control"	"M"
"K02968"	"X945"	147070.973367093	"C5"	"control"	"M"
"K02968"	"X946"	67824.3064932967	"C5"	"control"	"F"
"K02968"	"X947"	174799.215182388	"C5"	"control"	"M"
"K02968"	"X948"	140405.436755677	"C4"	"stress"	"M"
"K02968"	"X949"	131509.892683395	"C4"	"stress"	"F"
"K02968"	"X950"	58357.5511321163	"C4"	"stress"	"M"
"K02968"	"X951"	83321.2313651525	"C4"	"stress"	"F"
"K02968"	"X952"	61572.7496210606	"C4"	"stress"	"M"
"K02968"	"X953"	104557.496570842	"C4"	"stress"	"M"
"K02968"	"X954"	123094.636539432	"C4"	"stress"	"F"
"K02968"	"X955"	109258.474946711	"C3"	"control"	"M"
"K02968"	"X956"	83252.015701406	"C3"	"control"	"F"
"K02968"	"X957"	218431.858036694	"C3"	"control"	"F"
"K02968"	"X958"	105624.071427999	"C3"	"control"	"F"
"K02968"	"X959"	133611.05642206	"C3"	"control"	"M"
"K02968"	"X960"	209748.416839537	"C3"	"control"	"M"
"K02968"	"X961"	356772.384692433	"C3"	"control"	"M"
"K02968"	"X962"	150078.974844092	"C3"	"control"	"F"
"K02968"	"X963"	257642.489019885	"C10"	"stress"	"M"
"K02968"	"X964"	104653.450843864	"C10"	"stress"	"M"
"K02968"	"X965"	17235.0759487665	"C10"	"stress"	"F"
"K02968"	"X966"	36854.6369202832	"C10"	"stress"	"F"
"K02968"	"X967"	0	"C10"	"stress"	"F"
"K02968"	"X968"	0	"C10"	"stress"	"F"
"K02968"	"X969"	14085.1475309019	"C10"	"stress"	"M"
"K02968"	"X970"	50616.5517524407	"C9"	"control"	"F"
"K02968"	"X971"	73030.7275412272	"C9"	"control"	"M"
"K02968"	"X972"	31716.5310751288	"C9"	"control"	"F"
"K02968"	"X973"	0	"C9"	"control"	"F"
"K02968"	"X974"	260128.886616718	"C9"	"control"	"F"
"K02968"	"X975"	550370.423871945	"C9"	"control"	"M"
"K02968"	"X976"	433949.742781365	"C9"	"control"	"M"
"K02968"	"X978"	541604.670843266	"C8"	"stress"	"M"
"K02968"	"X979"	352960.416403821	"C8"	"stress"	"M"
"K02968"	"X980"	417844.602758448	"C8"	"stress"	"F"
"K02968"	"X981"	360079.962671188	"C8"	"stress"	"M"
"K02968"	"X982"	78626.0750417583	"C8"	"stress"	"F"
"K02968"	"X983"	27770.0820666375	"C8"	"stress"	"M"
"K02968"	"X984"	79363.7834706163	"C8"	"stress"	"F"
"K02968"	"X985"	113335.605910088	"C8"	"stress"	"F"
"K02968"	"X986"	46553.1483884195	"C7"	"control"	"F"
"K02968"	"X987"	62490.3884173765	"C7"	"control"	"F"
"K02968"	"X988"	52446.7447703351	"C7"	"control"	"F"
"K02968"	"X989"	27715.6699400441	"C7"	"control"	"M"
"K02968"	"X990"	49542.5406215684	"C7"	"control"	"F"
"K02968"	"X991"	74536.7565885801	"C7"	"control"	"M"
"K02968"	"X992"	100265.1446008	"C7"	"control"	"M"
"K02968"	"X993"	156685.400816869	"C7"	"control"	"M"
"K02970"	"X932"	555941.926913488	"C6"	"stress"	"F"
"K02970"	"X933"	537549.215872765	"C6"	"stress"	"M"
"K02970"	"X934"	211838.370333447	"C6"	"stress"	"F"
"K02970"	"X935"	197245.575475764	"C6"	"stress"	"M"
"K02970"	"X937"	648792.587134173	"C6"	"stress"	"M"
"K02970"	"X938"	306061.713595852	"C6"	"stress"	"F"
"K02970"	"X939"	311595.772247781	"C6"	"stress"	"M"
"K02970"	"X940"	538371.466959781	"C5"	"control"	"M"
"K02970"	"X941"	30463.2865056566	"C5"	"control"	"F"
"K02970"	"X942"	53868.651402391	"C5"	"control"	"F"
"K02970"	"X943"	93286.2604785739	"C5"	"control"	"F"
"K02970"	"X944"	244665.980325312	"C5"	"control"	"M"
"K02970"	"X945"	70958.9380180581	"C5"	"control"	"M"
"K02970"	"X946"	0	"C5"	"control"	"F"
"K02970"	"X947"	99272.0816758333	"C5"	"control"	"M"
"K02970"	"X948"	203071.608561678	"C4"	"stress"	"M"
"K02970"	"X949"	218540.396871002	"C4"	"stress"	"F"
"K02970"	"X950"	114872.653354523	"C4"	"stress"	"M"
"K02970"	"X951"	278346.265629881	"C4"	"stress"	"F"
"K02970"	"X952"	373672.294292101	"C4"	"stress"	"M"
"K02970"	"X953"	162996.645789687	"C4"	"stress"	"M"
"K02970"	"X954"	37804.0216448899	"C4"	"stress"	"F"
"K02970"	"X955"	117863.559108755	"C3"	"control"	"M"
"K02970"	"X956"	299880.289836097	"C3"	"control"	"F"
"K02970"	"X957"	755052.426322467	"C3"	"control"	"F"
"K02970"	"X958"	661156.602490335	"C3"	"control"	"F"
"K02970"	"X959"	471030.866733757	"C3"	"control"	"M"
"K02970"	"X960"	699150.549062404	"C3"	"control"	"M"
"K02970"	"X961"	353260.144694693	"C3"	"control"	"M"
"K02970"	"X962"	180664.603338251	"C3"	"control"	"F"
"K02970"	"X963"	210379.67985452	"C10"	"stress"	"M"
"K02970"	"X964"	312458.563736924	"C10"	"stress"	"M"
"K02970"	"X965"	233833.441809445	"C10"	"stress"	"F"
"K02970"	"X966"	286611.784372765	"C10"	"stress"	"F"
"K02970"	"X967"	215532.298689263	"C10"	"stress"	"F"
"K02970"	"X968"	39028.5715904806	"C10"	"stress"	"F"
"K02970"	"X969"	50012.8796402625	"C10"	"stress"	"M"
"K02970"	"X970"	76418.6505753849	"C9"	"control"	"F"
"K02970"	"X971"	164197.687403065	"C9"	"control"	"M"
"K02970"	"X972"	233218.647867967	"C9"	"control"	"F"
"K02970"	"X973"	0	"C9"	"control"	"F"
"K02970"	"X974"	695915.302364259	"C9"	"control"	"F"
"K02970"	"X975"	685376.277842331	"C9"	"control"	"M"
"K02970"	"X976"	197247.44922062	"C9"	"control"	"M"
"K02970"	"X978"	206290.688393475	"C8"	"stress"	"M"
"K02970"	"X979"	352528.355251833	"C8"	"stress"	"M"
"K02970"	"X980"	378540.10184664	"C8"	"stress"	"F"
"K02970"	"X981"	341804.532494596	"C8"	"stress"	"M"
"K02970"	"X982"	160578.961387196	"C8"	"stress"	"F"
"K02970"	"X983"	89323.64203325	"C8"	"stress"	"M"
"K02970"	"X984"	81597.9921389925	"C8"	"stress"	"F"
"K02970"	"X985"	221966.890714656	"C8"	"stress"	"F"
"K02970"	"X986"	139781.39511304	"C7"	"control"	"F"
"K02970"	"X987"	273862.641529827	"C7"	"control"	"F"
"K02970"	"X988"	192482.661782317	"C7"	"control"	"F"
"K02970"	"X989"	141169.060304243	"C7"	"control"	"M"
"K02970"	"X990"	108038.145339055	"C7"	"control"	"F"
"K02970"	"X991"	17664.2785954875	"C7"	"control"	"M"
"K02970"	"X992"	70651.4259710159	"C7"	"control"	"M"
"K02970"	"X993"	106388.006279657	"C7"	"control"	"M"
"K02974"	"X932"	0	"C6"	"stress"	"F"
"K02974"	"X933"	0	"C6"	"stress"	"M"
"K02974"	"X934"	0	"C6"	"stress"	"F"
"K02974"	"X935"	0	"C6"	"stress"	"M"
"K02974"	"X937"	0	"C6"	"stress"	"M"
"K02974"	"X938"	0	"C6"	"stress"	"F"
"K02974"	"X939"	0	"C6"	"stress"	"M"
"K02974"	"X940"	0	"C5"	"control"	"M"
"K02974"	"X941"	0	"C5"	"control"	"F"
"K02974"	"X942"	0	"C5"	"control"	"F"
"K02974"	"X943"	0	"C5"	"control"	"F"
"K02974"	"X944"	0	"C5"	"control"	"M"
"K02974"	"X945"	36851.3968813077	"C5"	"control"	"M"
"K02974"	"X946"	0	"C5"	"control"	"F"
"K02974"	"X947"	0	"C5"	"control"	"M"
"K02974"	"X948"	0	"C4"	"stress"	"M"
"K02974"	"X949"	0	"C4"	"stress"	"F"
"K02974"	"X950"	0	"C4"	"stress"	"M"
"K02974"	"X951"	0	"C4"	"stress"	"F"
"K02974"	"X952"	0	"C4"	"stress"	"M"
"K02974"	"X953"	0	"C4"	"stress"	"M"
"K02974"	"X954"	0	"C4"	"stress"	"F"
"K02974"	"X955"	27223.967651046	"C3"	"control"	"M"
"K02974"	"X956"	0	"C3"	"control"	"F"
"K02974"	"X957"	0	"C3"	"control"	"F"
"K02974"	"X958"	0	"C3"	"control"	"F"
"K02974"	"X959"	0	"C3"	"control"	"M"
"K02974"	"X960"	0	"C3"	"control"	"M"
"K02974"	"X961"	0	"C3"	"control"	"M"
"K02974"	"X962"	0	"C3"	"control"	"F"
"K02974"	"X963"	20854.7342938032	"C10"	"stress"	"M"
"K02974"	"X964"	0	"C10"	"stress"	"M"
"K02974"	"X965"	0	"C10"	"stress"	"F"
"K02974"	"X966"	0	"C10"	"stress"	"F"
"K02974"	"X967"	0	"C10"	"stress"	"F"
"K02974"	"X968"	0	"C10"	"stress"	"F"
"K02974"	"X969"	14020.511751806	"C10"	"stress"	"M"
"K02974"	"X970"	0	"C9"	"control"	"F"
"K02974"	"X971"	0	"C9"	"control"	"M"
"K02974"	"X972"	0	"C9"	"control"	"F"
"K02974"	"X973"	0	"C9"	"control"	"F"
"K02974"	"X974"	0	"C9"	"control"	"F"
"K02974"	"X975"	0	"C9"	"control"	"M"
"K02974"	"X976"	0	"C9"	"control"	"M"
"K02974"	"X978"	0	"C8"	"stress"	"M"
"K02974"	"X979"	0	"C8"	"stress"	"M"
