"ko_id"	"SampleID"	"summedLFQ"	"corral"	"Tto"	"sex"
"K00068"	"X986"	0	"C7"	"control"	"F"
"K00068"	"X987"	0	"C7"	"control"	"F"
"K00068"	"X988"	170516.873416966	"C7"	"control"	"F"
"K00068"	"X989"	0	"C7"	"control"	"M"
"K00068"	"X990"	60888.8070537257	"C7"	"control"	"F"
"K00068"	"X991"	0	"C7"	"control"	"M"
"K00068"	"X992"	0	"C7"	"control"	"M"
"K00068"	"X993"	227278.287509764	"C7"	"control"	"M"
"K00074"	"X932"	1568899.49273527	"C6"	"stress"	"F"
"K00074"	"X933"	1623345.12966466	"C6"	"stress"	"M"
"K00074"	"X934"	1624317.85593409	"C6"	"stress"	"F"
"K00074"	"X935"	1311372.13759923	"C6"	"stress"	"M"
"K00074"	"X937"	3528433.76320885	"C6"	"stress"	"M"
"K00074"	"X938"	1781882.05042242	"C6"	"stress"	"F"
"K00074"	"X939"	2112093.03063393	"C6"	"stress"	"M"
"K00074"	"X940"	1697548.26928144	"C5"	"control"	"M"
"K00074"	"X941"	1876716.00256949	"C5"	"control"	"F"
"K00074"	"X942"	2775908.95518849	"C5"	"control"	"F"
"K00074"	"X943"	2920712.37110495	"C5"	"control"	"F"
"K00074"	"X944"	1683419.78754229	"C5"	"control"	"M"
"K00074"	"X945"	1161855.20590913	"C5"	"control"	"M"
"K00074"	"X946"	1229445.26252902	"C5"	"control"	"F"
"K00074"	"X947"	1805319.20627062	"C5"	"control"	"M"
"K00074"	"X948"	1681863.76458408	"C4"	"stress"	"M"
"K00074"	"X949"	2819025.93521064	"C4"	"stress"	"F"
"K00074"	"X950"	1592667.00877242	"C4"	"stress"	"M"
"K00074"	"X951"	2042175.23380054	"C4"	"stress"	"F"
"K00074"	"X952"	2234577.92319602	"C4"	"stress"	"M"
"K00074"	"X953"	1609721.70865353	"C4"	"stress"	"M"
"K00074"	"X954"	992328.771398023	"C4"	"stress"	"F"
"K00074"	"X955"	2370756.09695591	"C3"	"control"	"M"
"K00074"	"X956"	2201266.48831091	"C3"	"control"	"F"
"K00074"	"X957"	1590914.71470444	"C3"	"control"	"F"
"K00074"	"X958"	641796.743531585	"C3"	"control"	"F"
"K00074"	"X959"	1291799.46484502	"C3"	"control"	"M"
"K00074"	"X960"	873733.948782268	"C3"	"control"	"M"
"K00074"	"X961"	1884010.46340263	"C3"	"control"	"M"
"K00074"	"X962"	1232487.13329248	"C3"	"control"	"F"
"K00074"	"X963"	1981603.85546566	"C10"	"stress"	"M"
"K00074"	"X964"	793087.575626511	"C10"	"stress"	"M"
"K00074"	"X965"	550583.150097781	"C10"	"stress"	"F"
"K00074"	"X966"	874086.793890858	"C10"	"stress"	"F"
"K00074"	"X967"	919352.462840352	"C10"	"stress"	"F"
"K00074"	"X968"	796795.67712451	"C10"	"stress"	"F"
"K00074"	"X969"	1515566.29962152	"C10"	"stress"	"M"
"K00074"	"X970"	1603626.78157651	"C9"	"control"	"F"
"K00074"	"X971"	1336002.99358742	"C9"	"control"	"M"
"K00074"	"X972"	796196.781688355	"C9"	"control"	"F"
"K00074"	"X973"	581761.016349287	"C9"	"control"	"F"
"K00074"	"X974"	735327.140920267	"C9"	"control"	"F"
"K00074"	"X975"	1162401.31483499	"C9"	"control"	"M"
"K00074"	"X976"	99523.1536865558	"C9"	"control"	"M"
"K00074"	"X978"	2633004.96519694	"C8"	"stress"	"M"
"K00074"	"X979"	2091428.94408169	"C8"	"stress"	"M"
"K00074"	"X980"	2582480.85357884	"C8"	"stress"	"F"
"K00074"	"X981"	1675509.79737649	"C8"	"stress"	"M"
"K00074"	"X982"	2399954.58134847	"C8"	"stress"	"F"
"K00074"	"X983"	3658521.16314016	"C8"	"stress"	"M"
"K00074"	"X984"	4001377.84462413	"C8"	"stress"	"F"
"K00074"	"X985"	2376379.8173138	"C8"	"stress"	"F"
"K00074"	"X986"	3049220.90597551	"C7"	"control"	"F"
"K00074"	"X987"	2515940.34217876	"C7"	"control"	"F"
"K00074"	"X988"	1797394.00836799	"C7"	"control"	"F"
"K00074"	"X989"	1381036.15415191	"C7"	"control"	"M"
"K00074"	"X990"	2768621.97471594	"C7"	"control"	"F"
"K00074"	"X991"	2211831.45599748	"C7"	"control"	"M"
"K00074"	"X992"	1721943.64545746	"C7"	"control"	"M"
"K00074"	"X993"	3869641.1760877	"C7"	"control"	"M"
"K00075"	"X932"	123812.59584205	"C6"	"stress"	"F"
"K00075"	"X933"	45793.4359381356	"C6"	"stress"	"M"
"K00075"	"X934"	0	"C6"	"stress"	"F"
"K00075"	"X935"	20257.7415453822	"C6"	"stress"	"M"
"K00075"	"X937"	35468.789664443	"C6"	"stress"	"M"
"K00075"	"X938"	0	"C6"	"stress"	"F"
"K00075"	"X939"	10724.1632163714	"C6"	"stress"	"M"
"K00075"	"X940"	23102.9565461389	"C5"	"control"	"M"
"K00075"	"X941"	11481.5366662536	"C5"	"control"	"F"
"K00075"	"X942"	0	"C5"	"control"	"F"
"K00075"	"X943"	28462.276162852	"C5"	"control"	"F"
"K00075"	"X944"	55532.1821541849	"C5"	"control"	"M"
"K00075"	"X945"	46542.1629007646	"C5"	"control"	"M"
"K00075"	"X946"	0	"C5"	"control"	"F"
"K00075"	"X947"	77225.296722315	"C5"	"control"	"M"
"K00075"	"X948"	46849.309511093	"C4"	"stress"	"M"
"K00075"	"X949"	7526.98931557342	"C4"	"stress"	"F"
"K00075"	"X950"	9694.65794357191	"C4"	"stress"	"M"
"K00075"	"X951"	110765.717304336	"C4"	"stress"	"F"
"K00075"	"X952"	52759.7809822995	"C4"	"stress"	"M"
"K00075"	"X953"	0	"C4"	"stress"	"M"
"K00075"	"X954"	0	"C4"	"stress"	"F"
"K00075"	"X955"	29259.1513258804	"C3"	"control"	"M"
"K00075"	"X956"	139715.685885732	"C3"	"control"	"F"
"K00075"	"X957"	62086.7599084885	"C3"	"control"	"F"
"K00075"	"X958"	65042.2930627512	"C3"	"control"	"F"
"K00075"	"X959"	54804.6203705637	"C3"	"control"	"M"
"K00075"	"X960"	47502.7581551548	"C3"	"control"	"M"
"K00075"	"X961"	32985.0026309858	"C3"	"control"	"M"
"K00075"	"X962"	35596.0747828986	"C3"	"control"	"F"
"K00075"	"X963"	42536.1799641184	"C10"	"stress"	"M"
"K00075"	"X964"	27984.7302050495	"C10"	"stress"	"M"
"K00075"	"X965"	22551.7505567421	"C10"	"stress"	"F"
"K00075"	"X966"	136148.91462533	"C10"	"stress"	"F"
"K00075"	"X967"	54110.1156457064	"C10"	"stress"	"F"
"K00075"	"X968"	32389.7917442369	"C10"	"stress"	"F"
"K00075"	"X969"	0	"C10"	"stress"	"M"
"K00075"	"X970"	0	"C9"	"control"	"F"
"K00075"	"X971"	25916.9566426426	"C9"	"control"	"M"
"K00075"	"X972"	91564.9416896418	"C9"	"control"	"F"
"K00075"	"X973"	0	"C9"	"control"	"F"
"K00075"	"X974"	0	"C9"	"control"	"F"
"K00075"	"X975"	0	"C9"	"control"	"M"
"K00075"	"X976"	0	"C9"	"control"	"M"
"K00075"	"X978"	27527.2400696711	"C8"	"stress"	"M"
"K00075"	"X979"	65556.2440336115	"C8"	"stress"	"M"
"K00075"	"X980"	106109.126141783	"C8"	"stress"	"F"
"K00075"	"X981"	50043.7095627883	"C8"	"stress"	"M"
"K00075"	"X982"	89813.8991267595	"C8"	"stress"	"F"
"K00075"	"X983"	26101.0230174827	"C8"	"stress"	"M"
"K00075"	"X984"	50479.5746062865	"C8"	"stress"	"F"
"K00075"	"X985"	184889.90500749	"C8"	"stress"	"F"
"K00075"	"X986"	106942.867961751	"C7"	"control"	"F"
"K00075"	"X987"	104614.426120379	"C7"	"control"	"F"
"K00075"	"X988"	162634.39730877	"C7"	"control"	"F"
"K00075"	"X989"	157594.793996738	"C7"	"control"	"M"
"K00075"	"X990"	38999.2194212135	"C7"	"control"	"F"
"K00075"	"X991"	0	"C7"	"control"	"M"
"K00075"	"X992"	69221.6042400792	"C7"	"control"	"M"
"K00075"	"X993"	122015.296522946	"C7"	"control"	"M"
"K00077"	"X932"	23645.7620016459	"C6"	"stress"	"F"
"K00077"	"X933"	0	"C6"	"stress"	"M"
"K00077"	"X934"	0	"C6"	"stress"	"F"
"K00077"	"X935"	45896.9810588549	"C6"	"stress"	"M"
"K00077"	"X937"	0	"C6"	"stress"	"M"
"K00077"	"X938"	0	"C6"	"stress"	"F"
"K00077"	"X939"	0	"C6"	"stress"	"M"
"K00077"	"X940"	8610.77317880843	"C5"	"control"	"M"
"K00077"	"X941"	0	"C5"	"control"	"F"
"K00077"	"X942"	0	"C5"	"control"	"F"
"K00077"	"X943"	53818.1453370918	"C5"	"control"	"F"
"K00077"	"X944"	0	"C5"	"control"	"M"
"K00077"	"X945"	0	"C5"	"control"	"M"
"K00077"	"X946"	0	"C5"	"control"	"F"
"K00077"	"X947"	0	"C5"	"control"	"M"
"K00077"	"X948"	0	"C4"	"stress"	"M"
"K00077"	"X949"	0	"C4"	"stress"	"F"
"K00077"	"X950"	0	"C4"	"stress"	"M"
"K00077"	"X951"	57569.6834803931	"C4"	"stress"	"F"
"K00077"	"X952"	0	"C4"	"stress"	"M"
"K00077"	"X953"	0	"C4"	"stress"	"M"
"K00077"	"X954"	0	"C4"	"stress"	"F"
"K00077"	"X955"	0	"C3"	"control"	"M"
"K00077"	"X956"	54987.4486255202	"C3"	"control"	"F"
"K00077"	"X957"	24028.8936616652	"C3"	"control"	"F"
"K00077"	"X958"	7964.54557925671	"C3"	"control"	"F"
"K00077"	"X959"	0	"C3"	"control"	"M"
"K00077"	"X960"	0	"C3"	"control"	"M"
"K00077"	"X961"	0	"C3"	"control"	"M"
"K00077"	"X962"	0	"C3"	"control"	"F"
"K00077"	"X963"	8505.2627561791	"C10"	"stress"	"M"
"K00077"	"X964"	0	"C10"	"stress"	"M"
"K00077"	"X965"	0	"C10"	"stress"	"F"
"K00077"	"X966"	36650.5125406319	"C10"	"stress"	"F"
"K00077"	"X967"	22630.7793753383	"C10"	"stress"	"F"
"K00077"	"X968"	0	"C10"	"stress"	"F"
"K00077"	"X969"	0	"C10"	"stress"	"M"
"K00077"	"X970"	0	"C9"	"control"	"F"
"K00077"	"X971"	0	"C9"	"control"	"M"
"K00077"	"X972"	45475.5690211946	"C9"	"control"	"F"
"K00077"	"X973"	0	"C9"	"control"	"F"
"K00077"	"X974"	15271.9813397784	"C9"	"control"	"F"
"K00077"	"X975"	0	"C9"	"control"	"M"
"K00077"	"X976"	0	"C9"	"control"	"M"
"K00077"	"X978"	0	"C8"	"stress"	"M"
"K00077"	"X979"	38648.8077984009	"C8"	"stress"	"M"
"K00077"	"X980"	17885.3955878086	"C8"	"stress"	"F"
"K00077"	"X981"	0	"C8"	"stress"	"M"
"K00077"	"X982"	10837.8893003696	"C8"	"stress"	"F"
"K00077"	"X983"	0	"C8"	"stress"	"M"
"K00077"	"X984"	0	"C8"	"stress"	"F"
"K00077"	"X985"	68566.400019356	"C8"	"stress"	"F"
"K00077"	"X986"	0	"C7"	"control"	"F"
"K00077"	"X987"	26920.672868304	"C7"	"control"	"F"
"K00077"	"X988"	68403.5147943765	"C7"	"control"	"F"
"K00077"	"X989"	54465.6822899031	"C7"	"control"	"M"
"K00077"	"X990"	0	"C7"	"control"	"F"
"K00077"	"X991"	0	"C7"	"control"	"M"
"K00077"	"X992"	43201.5687806204	"C7"	"control"	"M"
"K00077"	"X993"	0	"C7"	"control"	"M"
"K00086"	"X932"	0	"C6"	"stress"	"F"
"K00086"	"X933"	0	"C6"	"stress"	"M"
"K00086"	"X934"	0	"C6"	"stress"	"F"
"K00086"	"X935"	44510.6828623849	"C6"	"stress"	"M"
"K00086"	"X937"	0	"C6"	"stress"	"M"
"K00086"	"X938"	0	"C6"	"stress"	"F"
"K00086"	"X939"	39846.8199514501	"C6"	"stress"	"M"
"K00086"	"X940"	85804.1385062476	"C5"	"control"	"M"
"K00086"	"X941"	29446.1780176477	"C5"	"control"	"F"
"K00086"	"X942"	36806.8934676476	"C5"	"control"	"F"
"K00086"	"X943"	35982.57267357	"C5"	"control"	"F"
"K00086"	"X944"	41534.3172860563	"C5"	"control"	"M"
"K00086"	"X945"	34782.7726678808	"C5"	"control"	"M"
"K00086"	"X946"	0	"C5"	"control"	"F"
"K00086"	"X947"	0	"C5"	"control"	"M"
"K00086"	"X948"	60181.7317980102	"C4"	"stress"	"M"
"K00086"	"X949"	34910.2703002857	"C4"	"stress"	"F"
"K00086"	"X950"	0	"C4"	"stress"	"M"
"K00086"	"X951"	117487.196046903	"C4"	"stress"	"F"
"K00086"	"X952"	38262.3172111861	"C4"	"stress"	"M"
"K00086"	"X953"	79104.5429906397	"C4"	"stress"	"M"
"K00086"	"X954"	0	"C4"	"stress"	"F"
"K00086"	"X955"	0	"C3"	"control"	"M"
"K00086"	"X956"	61069.0298063616	"C3"	"control"	"F"
"K00086"	"X957"	31580.3216112436	"C3"	"control"	"F"
"K00086"	"X958"	31030.3314607264	"C3"	"control"	"F"
"K00086"	"X959"	115934.341797282	"C3"	"control"	"M"
"K00086"	"X960"	69335.1271791461	"C3"	"control"	"M"
"K00086"	"X961"	46072.0397466278	"C3"	"control"	"M"
"K00086"	"X962"	42196.1937705384	"C3"	"control"	"F"
"K00086"	"X963"	136309.101438149	"C10"	"stress"	"M"
"K00086"	"X964"	0	"C10"	"stress"	"M"
"K00086"	"X965"	34726.0500223145	"C10"	"stress"	"F"
"K00086"	"X966"	77908.5774809811	"C10"	"stress"	"F"
"K00086"	"X967"	28459.1154842014	"C10"	"stress"	"F"
"K00086"	"X968"	76080.2705672341	"C10"	"stress"	"F"
"K00086"	"X969"	34222.7672515261	"C10"	"stress"	"M"
"K00086"	"X970"	0	"C9"	"control"	"F"
"K00086"	"X971"	0	"C9"	"control"	"M"
"K00086"	"X972"	35002.6077679627	"C9"	"control"	"F"
"K00086"	"X973"	0	"C9"	"control"	"F"
"K00086"	"X974"	0	"C9"	"control"	"F"
"K00086"	"X975"	0	"C9"	"control"	"M"
"K00086"	"X976"	0	"C9"	"control"	"M"
"K00086"	"X978"	66144.2695299384	"C8"	"stress"	"M"
"K00086"	"X979"	106002.792977768	"C8"	"stress"	"M"
"K00086"	"X980"	36148.8377937175	"C8"	"stress"	"F"
"K00086"	"X981"	35219.0593295596	"C8"	"stress"	"M"
"K00086"	"X982"	50075.0055264975	"C8"	"stress"	"F"
"K00086"	"X983"	0	"C8"	"stress"	"M"
"K00086"	"X984"	35937.0041738439	"C8"	"stress"	"F"
"K00086"	"X985"	163032.522410372	"C8"	"stress"	"F"
"K00086"	"X986"	82351.3119274852	"C7"	"control"	"F"
"K00086"	"X987"	0	"C7"	"control"	"F"
"K00086"	"X988"	121995.076104263	"C7"	"control"	"F"
"K00086"	"X989"	71367.8079134315	"C7"	"control"	"M"
"K00086"	"X990"	43853.6179061866	"C7"	"control"	"F"
"K00086"	"X991"	0	"C7"	"control"	"M"
"K00086"	"X992"	68943.3571912657	"C7"	"control"	"M"
"K00086"	"X993"	26516.4866034702	"C7"	"control"	"M"
"K00087"	"X932"	0	"C6"	"stress"	"F"
"K00087"	"X933"	0	"C6"	"stress"	"M"
"K00087"	"X934"	18527.2667520036	"C6"	"stress"	"F"
"K00087"	"X935"	14995.1923708658	"C6"	"stress"	"M"
"K00087"	"X937"	0	"C6"	"stress"	"M"
"K00087"	"X938"	0	"C6"	"stress"	"F"
"K00087"	"X939"	0	"C6"	"stress"	"M"
"K00087"	"X940"	9977.14571951981	"C5"	"control"	"M"
"K00087"	"X941"	0	"C5"	"control"	"F"
"K00087"	"X942"	0	"C5"	"control"	"F"
"K00087"	"X943"	20446.24945147	"C5"	"control"	"F"
"K00087"	"X944"	0	"C5"	"control"	"M"
"K00087"	"X945"	0	"C5"	"control"	"M"
"K00087"	"X946"	0	"C5"	"control"	"F"
"K00087"	"X947"	0	"C5"	"control"	"M"
"K00087"	"X948"	0	"C4"	"stress"	"M"
"K00087"	"X949"	0	"C4"	"stress"	"F"
"K00087"	"X950"	0	"C4"	"stress"	"M"
"K00087"	"X951"	0	"C4"	"stress"	"F"
"K00087"	"X952"	0	"C4"	"stress"	"M"
"K00087"	"X953"	0	"C4"	"stress"	"M"
"K00087"	"X954"	0	"C4"	"stress"	"F"
"K00087"	"X955"	0	"C3"	"control"	"M"
"K00087"	"X956"	0	"C3"	"control"	"F"
"K00087"	"X957"	0	"C3"	"control"	"F"
"K00087"	"X958"	0	"C3"	"control"	"F"
"K00087"	"X959"	0	"C3"	"control"	"M"
"K00087"	"X960"	0	"C3"	"control"	"M"
"K00087"	"X961"	0	"C3"	"control"	"M"
"K00087"	"X962"	0	"C3"	"control"	"F"
"K00087"	"X963"	0	"C10"	"stress"	"M"
"K00087"	"X964"	0	"C10"	"stress"	"M"
"K00087"	"X965"	0	"C10"	"stress"	"F"
"K00087"	"X966"	0	"C10"	"stress"	"F"
"K00087"	"X967"	0	"C10"	"stress"	"F"
"K00087"	"X968"	0	"C10"	"stress"	"F"
"K00087"	"X969"	0	"C10"	"stress"	"M"
"K00087"	"X970"	0	"C9"	"control"	"F"
"K00087"	"X971"	0	"C9"	"control"	"M"
"K00087"	"X972"	0	"C9"	"control"	"F"
"K00087"	"X973"	0	"C9"	"control"	"F"
"K00087"	"X974"	0	"C9"	"control"	"F"
"K00087"	"X975"	0	"C9"	"control"	"M"
"K00087"	"X976"	0	"C9"	"control"	"M"
"K00087"	"X978"	14091.6852285352	"C8"	"stress"	"M"
"K00087"	"X979"	0	"C8"	"stress"	"M"
"K00087"	"X980"	0	"C8"	"stress"	"F"
"K00087"	"X981"	0	"C8"	"stress"	"M"
"K00087"	"X982"	0	"C8"	"stress"	"F"
"K00087"	"X983"	0	"C8"	"stress"	"M"
"K00087"	"X984"	0	"C8"	"stress"	"F"
"K00087"	"X985"	0	"C8"	"stress"	"F"
"K00087"	"X986"	0	"C7"	"control"	"F"
"K00087"	"X987"	0	"C7"	"control"	"F"
"K00087"	"X988"	0	"C7"	"control"	"F"
"K00087"	"X989"	0	"C7"	"control"	"M"
"K00087"	"X990"	0	"C7"	"control"	"F"
"K00087"	"X991"	0	"C7"	"control"	"M"
"K00087"	"X992"	0	"C7"	"control"	"M"
"K00087"	"X993"	0	"C7"	"control"	"M"
"K00088"	"X932"	3832548.34658137	"C6"	"stress"	"F"
"K00088"	"X933"	3278045.66508842	"C6"	"stress"	"M"
"K00088"	"X934"	3473526.63314439	"C6"	"stress"	"F"
"K00088"	"X935"	3537098.15638017	"C6"	"stress"	"M"
"K00088"	"X937"	3667150.40959304	"C6"	"stress"	"M"
"K00088"	"X938"	2915752.90778374	"C6"	"stress"	"F"
"K00088"	"X939"	3331574.27711621	"C6"	"stress"	"M"
"K00088"	"X940"	3566437.08281755	"C5"	"control"	"M"
"K00088"	"X941"	3696483.9466024	"C5"	"control"	"F"
"K00088"	"X942"	3082990.59369336	"C5"	"control"	"F"
"K00088"	"X943"	3045312.27700583	"C5"	"control"	"F"
"K00088"	"X944"	3897536.37392246	"C5"	"control"	"M"
"K00088"	"X945"	3407776.56612125	"C5"	"control"	"M"
"K00088"	"X946"	2414232.33166856	"C5"	"control"	"F"
"K00088"	"X947"	3433387.13926846	"C5"	"control"	"M"
"K00088"	"X948"	2332446.89805611	"C4"	"stress"	"M"
"K00088"	"X949"	3096335.23095536	"C4"	"stress"	"F"
"K00088"	"X950"	3103442.43720491	"C4"	"stress"	"M"
"K00088"	"X951"	3206066.5195253	"C4"	"stress"	"F"
"K00088"	"X952"	3714149.0957162	"C4"	"stress"	"M"
"K00088"	"X953"	2990366.20686719	"C4"	"stress"	"M"
"K00088"	"X954"	3118251.69064096	"C4"	"stress"	"F"
"K00088"	"X955"	3986225.42868092	"C3"	"control"	"M"
"K00088"	"X956"	3332781.41721492	"C3"	"control"	"F"
"K00088"	"X957"	2690662.51662167	"C3"	"control"	"F"
"K00088"	"X958"	1934256.73376971	"C3"	"control"	"F"
"K00088"	"X959"	2802728.66907813	"C3"	"control"	"M"
"K00088"	"X960"	2343033.82517524	"C3"	"control"	"M"
"K00088"	"X961"	3492478.90763392	"C3"	"control"	"M"
"K00088"	"X962"	2872952.89509975	"C3"	"control"	"F"
"K00088"	"X963"	4008025.76666698	"C10"	"stress"	"M"
"K00088"	"X964"	1975143.55688873	"C10"	"stress"	"M"
"K00088"	"X965"	1648532.22686435	"C10"	"stress"	"F"
"K00088"	"X966"	1897966.71776003	"C10"	"stress"	"F"
"K00088"	"X967"	1425290.2892446	"C10"	"stress"	"F"
"K00088"	"X968"	1862985.58831222	"C10"	"stress"	"F"
"K00088"	"X969"	2153398.63284042	"C10"	"stress"	"M"
"K00088"	"X970"	3094122.24388161	"C9"	"control"	"F"
"K00088"	"X971"	2484761.85872379	"C9"	"control"	"M"
"K00088"	"X972"	1412628.57669585	"C9"	"control"	"F"
"K00088"	"X973"	1113706.62198205	"C9"	"control"	"F"
"K00088"	"X974"	1332399.36207257	"C9"	"control"	"F"
"K00088"	"X975"	1653920.68154233	"C9"	"control"	"M"
"K00088"	"X976"	743846.403961363	"C9"	"control"	"M"
"K00088"	"X978"	3429218.41418577	"C8"	"stress"	"M"
"K00088"	"X979"	2521608.44198539	"C8"	"stress"	"M"
"K00088"	"X980"	3674402.88119666	"C8"	"stress"	"F"
"K00088"	"X981"	4014022.06404846	"C8"	"stress"	"M"
"K00088"	"X982"	3961149.78467462	"C8"	"stress"	"F"
"K00088"	"X983"	4229894.07849534	"C8"	"stress"	"M"
"K00088"	"X984"	3551653.55876462	"C8"	"stress"	"F"
"K00088"	"X985"	3945683.4995502	"C8"	"stress"	"F"
"K00088"	"X986"	4230800.72535466	"C7"	"control"	"F"
"K00088"	"X987"	3467603.9556057	"C7"	"control"	"F"
"K00088"	"X988"	3407486.49807854	"C7"	"control"	"F"
"K00088"	"X989"	2427409.98672744	"C7"	"control"	"M"
"K00088"	"X990"	3500539.68801002	"C7"	"control"	"F"
"K00088"	"X991"	2273374.40184239	"C7"	"control"	"M"
"K00088"	"X992"	3360372.9424713	"C7"	"control"	"M"
"K00088"	"X993"	4398932.08756568	"C7"	"control"	"M"
"K00099"	"X932"	0	"C6"	"stress"	"F"
"K00099"	"X933"	0	"C6"	"stress"	"M"
"K00099"	"X934"	21830.5748514105	"C6"	"stress"	"F"
"K00099"	"X935"	73971.6340188143	"C6"	"stress"	"M"
"K00099"	"X937"	0	"C6"	"stress"	"M"
"K00099"	"X938"	0	"C6"	"stress"	"F"
"K00099"	"X939"	0	"C6"	"stress"	"M"
"K00099"	"X940"	30388.6483875803	"C5"	"control"	"M"
"K00099"	"X941"	56457.2820049425	"C5"	"control"	"F"
"K00099"	"X942"	0	"C5"	"control"	"F"
"K00099"	"X943"	81834.8527271712	"C5"	"control"	"F"
"K00099"	"X944"	0	"C5"	"control"	"M"
"K00099"	"X945"	0	"C5"	"control"	"M"
"K00099"	"X946"	55694.1357512252	"C5"	"control"	"F"
"K00099"	"X947"	80359.9726787554	"C5"	"control"	"M"
"K00099"	"X948"	23232.7129377245	"C4"	"stress"	"M"
"K00099"	"X949"	28149.1674749894	"C4"	"stress"	"F"
"K00099"	"X950"	30491.8344977857	"C4"	"stress"	"M"
"K00099"	"X951"	0	"C4"	"stress"	"F"
"K00099"	"X952"	24235.1377166014	"C4"	"stress"	"M"
"K00099"	"X953"	0	"C4"	"stress"	"M"
"K00099"	"X954"	0	"C4"	"stress"	"F"
"K00099"	"X955"	50635.4136086339	"C3"	"control"	"M"
"K00099"	"X956"	78006.4897651745	"C3"	"control"	"F"
"K00099"	"X957"	16475.9365286482	"C3"	"control"	"F"
"K00099"	"X958"	21958.7634319881	"C3"	"control"	"F"
"K00099"	"X959"	0	"C3"	"control"	"M"
"K00099"	"X960"	0	"C3"	"control"	"M"
"K00099"	"X961"	0	"C3"	"control"	"M"
"K00099"	"X962"	0	"C3"	"control"	"F"
"K00099"	"X963"	36475.5498339786	"C10"	"stress"	"M"
"K00099"	"X964"	20710.5673119405	"C10"	"stress"	"M"
"K00099"	"X965"	0	"C10"	"stress"	"F"
"K00099"	"X966"	26691.2569810589	"C10"	"stress"	"F"
"K00099"	"X967"	0	"C10"	"stress"	"F"
"K00099"	"X968"	0	"C10"	"stress"	"F"
"K00099"	"X969"	27464.2612991478	"C10"	"stress"	"M"
"K00099"	"X970"	0	"C9"	"control"	"F"
"K00099"	"X971"	32145.9243029879	"C9"	"control"	"M"
"K00099"	"X972"	0	"C9"	"control"	"F"
"K00099"	"X973"	0	"C9"	"control"	"F"
"K00099"	"X974"	0	"C9"	"control"	"F"
"K00099"	"X975"	0	"C9"	"control"	"M"
"K00099"	"X976"	0	"C9"	"control"	"M"
"K00099"	"X978"	139752.484799138	"C8"	"stress"	"M"
"K00099"	"X979"	25371.939019306	"C8"	"stress"	"M"
"K00099"	"X980"	73308.1482631094	"C8"	"stress"	"F"
"K00099"	"X981"	135173.969452215	"C8"	"stress"	"M"
"K00099"	"X982"	74480.4478405965	"C8"	"stress"	"F"
"K00099"	"X983"	79504.8465422346	"C8"	"stress"	"M"
"K00099"	"X984"	207119.305590419	"C8"	"stress"	"F"
"K00099"	"X985"	0	"C8"	"stress"	"F"
"K00099"	"X986"	0	"C7"	"control"	"F"
"K00099"	"X987"	27105.0762325041	"C7"	"control"	"F"
"K00099"	"X988"	0	"C7"	"control"	"F"
"K00099"	"X989"	0	"C7"	"control"	"M"
"K00099"	"X990"	31290.6296545153	"C7"	"control"	"F"
"K00099"	"X991"	31117.3839890308	"C7"	"control"	"M"
"K00099"	"X992"	0	"C7"	"control"	"M"
"K00099"	"X993"	0	"C7"	"control"	"M"
"K00104"	"X932"	126150.151898506	"C6"	"stress"	"F"
"K00104"	"X933"	57248.1012525309	"C6"	"stress"	"M"
"K00104"	"X934"	99726.8124004491	"C6"	"stress"	"F"
"K00104"	"X935"	94403.9122833225	"C6"	"stress"	"M"
"K00104"	"X937"	105641.000791488	"C6"	"stress"	"M"
"K00104"	"X938"	150044.625691565	"C6"	"stress"	"F"
"K00104"	"X939"	16714.442789391	"C6"	"stress"	"M"
"K00104"	"X940"	21891.514476648	"C5"	"control"	"M"
"K00104"	"X941"	180467.798854812	"C5"	"control"	"F"
"K00104"	"X942"	68380.2770855326	"C5"	"control"	"F"
"K00104"	"X943"	52550.2090211249	"C5"	"control"	"F"
"K00104"	"X944"	118828.900273623	"C5"	"control"	"M"
"K00104"	"X945"	71072.6219197332	"C5"	"control"	"M"
"K00104"	"X946"	45865.7419200781	"C5"	"control"	"F"
"K00104"	"X947"	86894.9267556888	"C5"	"control"	"M"
"K00104"	"X948"	98339.900368911	"C4"	"stress"	"M"
"K00104"	"X949"	95369.5237373733	"C4"	"stress"	"F"
"K00104"	"X950"	96804.8577374002	"C4"	"stress"	"M"
"K00104"	"X951"	78123.5038189452	"C4"	"stress"	"F"
"K00104"	"X952"	121807.805149701	"C4"	"stress"	"M"
"K00104"	"X953"	116827.209742337	"C4"	"stress"	"M"
"K00104"	"X954"	23509.1238303858	"C4"	"stress"	"F"
"K00104"	"X955"	117426.323760111	"C3"	"control"	"M"
"K00104"	"X956"	62100.7566799565	"C3"	"control"	"F"
"K00104"	"X957"	46571.3608320559	"C3"	"control"	"F"
"K00104"	"X958"	92096.5814599004	"C3"	"control"	"F"
"K00104"	"X959"	154063.924530226	"C3"	"control"	"M"
"K00104"	"X960"	118324.111824437	"C3"	"control"	"M"
"K00104"	"X961"	126828.078020586	"C3"	"control"	"M"
"K00104"	"X962"	0	"C3"	"control"	"F"
"K00104"	"X963"	118587.368376317	"C10"	"stress"	"M"
"K00104"	"X964"	54157.850096654	"C10"	"stress"	"M"
"K00104"	"X965"	39935.5270078403	"C10"	"stress"	"F"
