code_protein	Protein	Association	Loading_Value	Description	comp1	comp2	comp3
P21738	MEGAHIT-MetaBAT2-S948.142_contig_869924_32	stress	0.0595950010564044	rank: C;putative multiple sugar transport system substrate-binding protein (db=kegg)	0.0595950010564044	0.0240653778119242	-0.0608947943093079
P42236	group9_bins.244_contig_1379187_7	stress	0.0573380494269213	rank: E	0.0573380494269213	0.0347500991310405	-0.0231935562638929
P4059	947_SemiBin_204_contig_1162486_3	control	-0.0567337768142403	rank: E	-0.0567337768142403	-0.0293837301481367	-0.0120900851301492
P31180	MEGAHIT-MetaBAT2-S968.13_contig_6351479_3	control	-0.0562967078680611	rank: C;two-component system, response regulator, stage 0 sporulation protein A (db=kegg)	-0.0562967078680611	-0.0400776658150128	-0.033578088334655
P15634	992_SemiBin_233_contig_1712874_9	stress	0.0535384983016364	rank: C;LemA protein (db=kegg)	0.0535384983016364	-0.000167627617081354	-0.0640687558327112
P15293	991_SemiBin_49_contig_4970553_33	stress	0.0522429557684456	rank: E	0.0522429557684456	0.0238258986492753	-0.00644728183051003
P15894	992_SemiBin_233_contig_1712910_34	stress	0.0521953908931923	rank: C;adenylosuccinate synthase [EC:6.3.4.4] (db=kegg)	0.0521953908931923	-0.00298730118293377	-0.0616799738700166
P15905	992_SemiBin_233_contig_1712911_3	stress	0.0517898641803062	rank: E	0.0517898641803062	-0.00586924550976987	-0.0500713306064337
P33915	MEGAHIT-MetaBAT2-S975.132_contig_1872210_28	stress	0.0505007934784892	rank: C;histidine ammonia-lyase [EC:4.3.1.3] (db=kegg)	0.0505007934784892	0.0264833597667458	-0.0281526774304636
P20644	MEGAHIT-MetaBAT2-S945.92_contig_5403205_7	control	-0.0498797845146214	rank: D;Domain of unknown function (DUF4595) with porin-like fold [PF15283.11] (db=pfam)	-0.0498797845146214	0.00225930492767426	0.0233621755268053
P15872	992_SemiBin_233_contig_1712904_41	stress	0.0495050394212397	rank: E	0.0495050394212397	-0.0116912610489428	-0.0523732130004231
P21735	MEGAHIT-MetaBAT2-S948.142_contig_869922_12	stress	0.0490086917524722	rank: C;pyruvate, orthophosphate dikinase [EC:2.7.9.1] (db=kegg)	0.0490086917524722	-0.000446445430294242	-0.020809847967903
P20602	MEGAHIT-MetaBAT2-S945.92_contig_5403179_26	control	-0.0486724684972735	rank: D;Putative zinc-binding metallo-peptidase [PF15890.10] (db=pfam)	-0.0486724684972735	0.0117126834755328	0.0265351956415292
P34171	MEGAHIT-MetaBAT2-S975.132_contig_1872280_67	stress	0.0478072063992123	rank: C;glutamate synthase (NADPH) small chain [EC:1.4.1.13] (db=kegg)	0.0478072063992123	0.0465714148803126	0.0176163068150929
P20579	MEGAHIT-MetaBAT2-S945.92_contig_5403164_14	control	-0.0477456018104957	rank: C;peptidyl-prolyl cis-trans isomerase D [EC:5.2.1.8] (db=kegg)	-0.0477456018104957	0.00165878843688786	0.0172762481589468
P27996	MEGAHIT-MetaBAT2-S962.24_contig_2292087_2	control	-0.0473293801234048	rank: C;DNA gyrase subunit B [EC:5.6.2.2] (db=kegg)	-0.0473293801234048	-0.0366908840509632	-0.0332183714347999
P30245	MEGAHIT-MetaBAT2-S967.21_contig_2745090_36	stress	0.0471339884421849	rank: C;small subunit ribosomal protein S5 (db=kegg)	0.0471339884421849	-0.0103971118105863	-0.0135639558436067
P39609	group3_bins.202_contig_5016315_1	stress	0.0467032375386315	rank: C;ketol-acid reductoisomerase [EC:1.1.1.86] (db=kegg)	0.0467032375386315	0.0120757004038947	0.00161983427923412
P30232	MEGAHIT-MetaBAT2-S967.21_contig_2745090_22	stress	0.04657422164554	rank: C;large subunit ribosomal protein L2 (db=kegg)	0.04657422164554	-0.0261046258038367	-0.0283821210336727
P33898	MEGAHIT-MetaBAT2-S975.132_contig_1872200_19	stress	0.0465427328356196	rank: C;glutamate formiminotransferase / 5-formyltetrahydrofolate cyclo-ligase [EC:2.1.2.5 6.3.3.2] (db=kegg)	0.0465427328356196	0.0468511263915408	0.01071407285136
P15541	992_SemiBin_233_contig_1712839_1	stress	0.0464402493008947	rank: C;alanine or glycine:cation symporter, AGCS family (db=kegg)	0.0464402493008947	-0.0108288018088403	-0.0665073135029914
P15851	992_SemiBin_233_contig_1712902_19	stress	0.0462189042661524	rank: C;polyribonucleotide nucleotidyltransferase [EC:2.7.7.8] (db=kegg)	0.0462189042661524	0.0052708311928184	-0.052532521681779
P18418	MEGAHIT-MetaBAT2-S938.116_contig_4254445_4	control	-0.0454665999423352	rank: E	-0.0454665999423352	-0.0324935758615481	-0.00923232747082368
P15378	991_SemiBin_49_contig_4970652_6	stress	0.0454576503051147	rank: E	0.0454576503051147	0.0289992829205218	0.00800149268567446
P12988	983_SemiBin_151_contig_1974778_8	stress	0.0453653872490592	rank: C;phosphoribosylformylglycinamidine synthase [EC:6.3.5.3] (db=kegg)	0.0453653872490592	0.0029432053923784	-0.000702853380111575
P32125	MEGAHIT-MetaBAT2-S970.51_contig_6451612_1	stress	0.0452921094661809	rank: E	0.0452921094661809	0.00922465464008679	-0.00148815542668792
P20425	MEGAHIT-MetaBAT2-S945.92_contig_5403087_9	control	-0.0452115205011349	rank: C;long-chain fatty acid transport protein (db=kegg)	-0.0452115205011349	0.00621731703848982	0.0153591890775309
P20598	MEGAHIT-MetaBAT2-S945.92_contig_5403179_19	control	-0.045189141802556	rank: D;Domain of unknown function (DUF4836) [PF16120.10] (db=pfam)	-0.045189141802556	-0.0071212497857442	0.0244534660059159
P13431	983_SemiBin_276_contig_3957064_51	stress	0.0451709371928214	rank: C;ATP-dependent Clp protease ATP-binding subunit ClpX (db=kegg)	0.0451709371928214	0.0401714714004522	0.0636947758922964
P8587	965_SemiBin_146_contig_1265027_5	stress	0.0448922708341275	rank: C;chemotaxis protein MotB (db=kegg)	0.0448922708341275	-0.0315336553596593	0.018701085568765
P17731	MEGAHIT-MetaBAT2-S935.60_contig_5798573_115	stress	0.0448631844173394	rank: C;4-alpha-glucanotransferase [EC:2.4.1.25] (db=kegg)	0.0448631844173394	0.0267074940763207	0.0421891976019634
P20512	MEGAHIT-MetaBAT2-S945.92_contig_5403130_5	control	-0.0448539529819632	rank: D;Family of unknown function (DUF5723) [PF18990.5] (db=pfam)	-0.0448539529819632	0.0153771080709472	0.0297137777703781
P20522	MEGAHIT-MetaBAT2-S945.92_contig_5403137_9	control	-0.044775524485299	rank: C;phosphate-selective porin OprO and OprP (db=kegg)	-0.044775524485299	0.015739336935206	0.0228713646420478
P20479	MEGAHIT-MetaBAT2-S945.92_contig_5403112_6	control	-0.0447423250222532	rank: D;Outer membrane protein beta-barrel domain [PF13568.11] (db=pfam)	-0.0447423250222532	0.000835113537139915	0.00229141457441972
P20772	MEGAHIT-MetaBAT2-S946.102_contig_5359918_14	stress	0.0446465561093413	rank: C;formate dehydrogenase (coenzyme F420) beta subunit [EC:1.17.98.3 1.8.98.6] (db=kegg)	0.0446465561093413	0.0112425816209556	0.0214144536010149
P38919	group10_bins.56_contig_5599054_3	control	-0.0446043695173427	rank: C;glyceraldehyde 3-phosphate dehydrogenase (phosphorylating) [EC:1.2.1.12] (db=kegg)	-0.0446043695173427	-0.036063329874142	-0.0111274418945386
P35325	MEGAHIT-MetaBAT2-S979.94_contig_4634300_1	stress	0.0445218942026229	rank: D;Aldehyde dehydrogenase family [PF00171.27] (db=pfam)	0.0445218942026229	0.0236260376211869	0.0207601082031011
P21813	MEGAHIT-MetaBAT2-S948.142_contig_869990_17	stress	0.0444762335460936	rank: E	0.0444762335460936	0.0234375328444871	-0.0182001981254788
P15832	992_SemiBin_233_contig_1712897_7	stress	0.0443795548697983	rank: E	0.0443795548697983	0.000328953380781148	-0.0778036906596653
P20568	MEGAHIT-MetaBAT2-S945.92_contig_5403160_10	control	-0.0443108268984715	rank: C;2-dehydro-3-deoxyphosphogluconate aldolase / (4S)-4-hydroxy-2-oxoglutarate aldolase [EC:4.1.2.14 4.1.3.42] (db=kegg)	-0.0443108268984715	-0.00182133545999061	0.00205108069246699
P26768	MEGAHIT-MetaBAT2-S959.110_contig_6841160_1	control	-0.0441801194582357	rank: C;DNA-directed RNA polymerase subunit beta' [EC:2.7.7.6] (db=kegg)	-0.0441801194582357	-0.046438220438222	-0.0304686633060343
P14954	991_SemiBin_113_contig_800961_60	stress	0.0440670302817011	rank: C;peptidyl-prolyl cis-trans isomerase D [EC:5.2.1.8] (db=kegg)	0.0440670302817011	0.0141115495289029	-0.0277802960431782
P38717	MEGAHIT-MetaBAT2-S993.96_contig_3638291_3	stress	0.0437189696150725	rank: E	0.0437189696150725	-0.0153949016510389	0.00429562237658961
P21791	MEGAHIT-MetaBAT2-S948.142_contig_869955_3	stress	0.0436314068613917	rank: E	0.0436314068613917	0.0162142732336663	-0.0238521918217496
P8768	965_SemiBin_146_contig_1265130_5	stress	0.0435052099681643	rank: D;Cellulase (glycosyl hydrolase family 5) [PF00150.23] (db=pfam)	0.0435052099681643	-0.0152433608725098	0.0226351607437127
P30253	MEGAHIT-MetaBAT2-S967.21_contig_2745090_45	stress	0.0434688551864894	rank: C;large subunit ribosomal protein L17 (db=kegg)	0.0434688551864894	-0.0260480318950377	-0.0479822122122618
P39623	group3_bins.202_contig_5016360_7	stress	0.0433125192660508	rank: D;Molybdopterin oxidoreductase [PF00384.27];Molydopterin dinucleotide binding domain [PF01568.26] (db=pfam)	0.0433125192660508	0.00563943258640643	0.00116534819966181
P15403	991_SemiBin_49_contig_4970722_13	stress	0.043257047212897	rank: D;Flagellar filament outer layer protein Flaa [PF04620.17] (db=pfam)	0.043257047212897	0.0102933331610761	-0.00779341977154423
P33863	MEGAHIT-MetaBAT2-S975.132_contig_1872191_17	stress	0.0431849183441263	rank: C;NADH-quinone oxidoreductase subunit E [EC:7.1.1.2] (db=kegg)	0.0431849183441263	-0.000416705751495002	-0.00702722423822122
P15515	992_SemiBin_233_contig_1712831_12	stress	0.0430629209331044	rank: D;Borrelia membrane protein P13 [PF05628.17] (db=pfam)	0.0430629209331044	-0.00635267211126234	-0.0474661530313297
P38252	MEGAHIT-MetaBAT2-S992.171_contig_6791627_3	control	-0.0429472117294494	rank: C;TonB-dependent starch-binding outer membrane protein SusC (db=kegg)	-0.0429472117294494	0.0248313846277506	-0.0143114562298339
P33859	MEGAHIT-MetaBAT2-S975.132_contig_1872189_4	stress	0.0428938297328571	rank: C;CO dehydrogenase maturation factor (db=kegg)	0.0428938297328571	0.0351196410280343	-0.0211331688397442
P15850	992_SemiBin_233_contig_1712902_13	stress	0.0428842767186739	rank: D;Aconitase family (aconitate hydratase) [PF00330.25];Aconitase C-terminal domain [PF00694.24] (db=pfam)	0.0428842767186739	0.00981499283612368	0.0196538090437383
P7993	962_SemiBin_32_contig_4978729_10	stress	0.0428067145868827	rank: E	0.0428067145868827	0.0217710884327332	0.00898786917023897
P24095	MEGAHIT-MetaBAT2-S951.173_contig_4789124_1	stress	0.0426420565203082	rank: D;ABC transporter [PF00005.32];AAA domain, putative AbiEii toxin, Type IV TA system [PF13304.11] (db=pfam)	0.0426420565203082	-0.0404782858435607	0.0244132856127549
P12502	981_SemiBin_432_contig_5057951_32	stress	0.0425667950818303	rank: C;F-type H+/Na+-transporting ATPase subunit beta [EC:7.1.2.2 7.2.2.1] (db=kegg)	0.0425667950818303	-0.00258740425298908	0.00191028059103708
P34295	MEGAHIT-MetaBAT2-S976.157_contig_1828843_1	control	-0.0425121472950423	rank: C;glycoside/pentoside/hexuronide:cation symporter, GPH family (db=kegg)	-0.0425121472950423	-0.0452129913679002	-0.032506256326931
P14540	988_SemiBin_105_contig_5494532_6	control	-0.042486512778546	rank: C;uncharacterized protein (db=kegg)	-0.042486512778546	-0.0160116392875756	-0.00744184808997545
P36385	MEGAHIT-MetaBAT2-S983.173_contig_59859_6	stress	0.0423028158859559	rank: C;N-acetylneuraminate lyase [EC:4.1.3.3] (db=kegg)	0.0423028158859559	-0.0142577611295086	0.0358229219769751
P42433	group9_bins.268_contig_3174372_9	stress	0.0422801422124572	rank: C;butyryl-CoA dehydrogenase [EC:1.3.8.1] (db=kegg)	0.0422801422124572	0.0228749326517477	0.0573973331211317
P39637	group3_bins.202_contig_5016390_2	stress	0.0422786103360476	rank: C;enolase 1/2/3 [EC:4.2.1.11] (db=kegg)	0.0422786103360476	-0.00330783423802556	-0.0096145720361018
P8529	965_SemiBin_146_contig_1265001_4	stress	0.0422295414822132	rank: D;Domain of unknown function (DUF5119) [PF17145.9] (db=pfam)	0.0422295414822132	-0.00191139639386721	0.0117286218925434
P21753	MEGAHIT-MetaBAT2-S948.142_contig_869936_41	stress	0.042178981316757	rank: C;large subunit ribosomal protein L2 (db=kegg)	0.042178981316757	0.0106712361759691	-0.0515515005731484
P15524	992_SemiBin_233_contig_1712832_17	stress	0.0418323481916098	rank: C;ribonucrease Y [EC:3.1.-.-] (db=kegg)	0.0418323481916098	-0.00406775395171121	-0.0667604349111832
P23788	MEGAHIT-MetaBAT2-S951.163_contig_4275187_4	stress	0.0418109129601375	rank: E	0.0418109129601375	-0.0329710316978569	-0.0259846573577538
P8584	965_SemiBin_146_contig_1265026_8	stress	0.041583302089154	rank: C;starch-binding outer membrane protein, SusD/RagB family (db=kegg)	0.041583302089154	-0.00505597280315433	0.0235089176453923
P23598	MEGAHIT-MetaBAT2-S950.5_contig_1514874_26	stress	0.0415207366071457	rank: C;phenylalanyl-tRNA synthetase alpha chain [EC:6.1.1.20] (db=kegg)	0.0415207366071457	-0.0268127695235951	0.0329119856256355
P8414	964_SemiBin_528_contig_2812564_20	stress	0.0414923992732724	rank: C;6-phosphofructokinase 1 [EC:2.7.1.11] (db=kegg)	0.0414923992732724	-0.00315085696856745	0.0258793861147735
P15661	992_SemiBin_233_contig_1712877_17	stress	0.0413768546709843	rank: D;FAD binding domain [PF00890.29];HI0933-like protein Rossmann domain [PF03486.19];FAD dependent oxidoreductase [PF01266.29];FAD dependent oxidoreductase [PF12831.12];Glucose inhibited division protein A [PF01134.27] (db=pfam)	0.0413768546709843	0.0073146873687062	-0.0757986397046196
P15668	992_SemiBin_233_contig_1712877_35	stress	0.0413510460962403	rank: C;starch synthase [EC:2.4.1.21] (db=kegg)	0.0413510460962403	-0.00797617405523092	-0.0635434937612171
P42243	group9_bins.244_contig_1379197_2	stress	0.0412386630059204	rank: E	0.0412386630059204	0.0311683602759778	-0.0369349586865817
P28011	MEGAHIT-MetaBAT2-S962.24_contig_2292097_6	control	-0.0412156575617353	rank: C;host factor-I protein (db=kegg)	-0.0412156575617353	-0.000989186298478866	-0.0220596637022117
P38615	MEGAHIT-MetaBAT2-S993.96_contig_3638077_13	stress	0.0411406689639442	rank: D;Mitochondrial biogenesis AIM24 [PF01987.22] (db=pfam)	0.0411406689639442	-0.00500474963611226	0.00407311254733664
P20457	MEGAHIT-MetaBAT2-S945.92_contig_5403097_5	control	-0.0410781802831266	rank: C;TonB-dependent starch-binding outer membrane protein SusC (db=kegg)	-0.0410781802831266	0.0125515397960665	0.0246569771777811
P20503	MEGAHIT-MetaBAT2-S945.92_contig_5403127_11	control	-0.0410587877045664	rank: C;starch-binding outer membrane protein, SusD/RagB family (db=kegg)	-0.0410587877045664	0.0235823290758811	0.0213774273345569
P21697	MEGAHIT-MetaBAT2-S948.142_contig_869886_12	stress	0.0410344591213	rank: D;Bacterial extracellular solute-binding protein [PF01547.30] (db=pfam)	0.0410344591213	-0.00048038212032763	-0.044355286721951
P20431	MEGAHIT-MetaBAT2-S945.92_contig_5403091_28	control	-0.0410253357034643	rank: D;SPOR domain [PF05036.18] (db=pfam)	-0.0410253357034643	-0.00659230719855446	0.0451421138956143
P20609	MEGAHIT-MetaBAT2-S945.92_contig_5403180_7	control	-0.0410156851804543	rank: E	-0.0410156851804543	0.0170347441924287	0.0111637043046017
P15848	992_SemiBin_233_contig_1712901_7	stress	0.0408922300690431	rank: E	0.0408922300690431	-0.0159176825401255	-0.0523896220076012
P23797	MEGAHIT-MetaBAT2-S951.163_contig_4275193_5	stress	0.0408046898587305	rank: E	0.0408046898587305	-0.0441283272756515	-0.0273173833855496
P15752	992_SemiBin_233_contig_1712880_42	stress	0.0407633182529465	rank: C;ATP-binding cassette, subfamily B, multidrug efflux pump (db=kegg)	0.0407633182529465	0.00177320997388967	-0.0308953764428691
P16608	MEGAHIT-MetaBAT2-S932.36_contig_1898870_3	control	-0.0407277080993517	rank: C;D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase [EC:1.1.1.95 1.1.1.399] (db=kegg)	-0.0407277080993517	-0.0174804412882042	-0.0313501091897518
P2674	941_SemiBin_67_contig_4026894_2	stress	0.0406184258796901	rank: C;cellobiose phosphorylase [EC:2.4.1.20] (db=kegg)	0.0406184258796901	0.00495286522026284	-0.00191412766562471
P23489	MEGAHIT-MetaBAT2-S950.5_contig_1514819_2	stress	0.0405650643058418	rank: E	0.0405650643058418	-0.0472266552405082	-0.00298646426863473
P18412	MEGAHIT-MetaBAT2-S938.116_contig_4254432_5	control	-0.0403806718335863	rank: C;serine protease Do [EC:3.4.21.107] (db=kegg)	-0.0403806718335863	-0.0118666620849122	0.0193740892924645
P4062	947_SemiBin_204_contig_1162491_16	control	-0.0403236838982337	rank: D;Domain of unknown function (DUF4957) [PF16318.10] (db=pfam)	-0.0403236838982337	0.00708930347174627	-0.0504351108868774
P31246	MEGAHIT-MetaBAT2-S968.13_contig_6351560_9	control	-0.040224932937282	rank: D;SPFH domain-Band 7 family [PF13421.11];Double zinc ribbon [PF12773.12];DNA polymerase II large subunit DP2 [PF03833.18] (db=pfam)	-0.040224932937282	-0.0208131282223466	-0.0443781723826525
P18084	MEGAHIT-MetaBAT2-S937.179_contig_2343601_4	stress	0.0401338887511392	rank: E	0.0401338887511392	-0.0115206210920725	0.00602686384406403
P186	932_SemiBin_124_contig_6655525_1	control	-0.0400667427083198	rank: C;pyruvate, orthophosphate dikinase [EC:2.7.9.1] (db=kegg)	-0.0400667427083198	-0.0135166281526053	-0.00677131047779349
P30112	MEGAHIT-MetaBAT2-S967.21_contig_2744989_8	stress	0.0400400929038197	rank: C;chaperonin GroEL [EC:5.6.1.7] (db=kegg)	0.0400400929038197	-0.0137745334225373	-0.0369147637091208
P37557	MEGAHIT-MetaBAT2-S986.76_contig_2124460_3	stress	0.039997333254428	rank: C;formate dehydrogenase (NADP+) alpha subunit [EC:1.17.1.10] (db=kegg)	0.039997333254428	-0.021861602239702	-0.00859514978907634
P37143	MEGAHIT-MetaBAT2-S985.50_contig_2308809_3	stress	0.0399588984156142	rank: D;Glycosyl transferases group 1 [PF00534.25];Glycosyl transferases group 1 [PF13692.11];Family 4 Glycosyltransferase in conflict systems [PF20706.2];Starch synthase catalytic domain [PF08323.16];Glycosyl transferase 4-like domain [PF13579.11];Glycosyltransferase Family 4 [PF13439.11] (db=pfam)	0.0399588984156142	0.0485330413965379	0.0167313364928606
P26970	MEGAHIT-MetaBAT2-S960.192_contig_80406_27	control	-0.0399126358984385	rank: C;ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1] (db=kegg)	-0.0399126358984385	-0.0352125313414033	-0.0167789841726414
P31148	MEGAHIT-MetaBAT2-S968.13_contig_6351449_7	control	-0.0398948980405733	rank: C;methyl-galactoside transport system permease protein (db=kegg)	-0.0398948980405733	-0.00267560763920919	0.00709332984091379
P24738	MEGAHIT-MetaBAT2-S953.154_contig_900146_3	stress	0.039698530476898	rank: C;small subunit ribosomal protein S5 (db=kegg)	0.039698530476898	0.0150830980015631	0.0210311600593705
P27227	MEGAHIT-MetaBAT2-S960.192_contig_80440_24	control	-0.0396663981462585	rank: C;F-type H+/Na+-transporting ATPase subunit beta [EC:7.1.2.2 7.2.2.1] (db=kegg)	-0.0396663981462585	-0.0398329564806278	-0.00831867720654374
P20018	MEGAHIT-MetaBAT2-S945.141_contig_5189684_2	stress	0.0396161636153085	rank: D;TonB dependent receptor-like, beta-barrel [PF00593.29];CarboxypepD_reg-like domain [PF13715.11];TonB-dependent Receptor Plug Domain [PF07715.20];Carboxypeptidase regulatory-like domain [PF13620.11] (db=pfam)	0.0396161636153085	-0.0125545764740553	0.0318998192678339
P29962	MEGAHIT-MetaBAT2-S966.75_contig_3755944_5	stress	0.0396153808447407	rank: C;flagellar hook protein FlgE (db=kegg)	0.0396153808447407	-0.0155693101963242	0.000735125373160138
P18729	MEGAHIT-MetaBAT2-S938.190_contig_1791603_1	stress	0.0395972715658716	rank: C;phosphoribosylformylglycinamidine synthase [EC:6.3.5.3] (db=kegg)	0.0395972715658716	-0.0137633083981977	0.0176196094731473
P1855	935_SemiBin_68_contig_5672805_3	stress	0.0394900137444002	rank: C;large subunit ribosomal protein L24 (db=kegg)	0.0394900137444002	-0.0342807314582785	-0.011536604665608
P15697	992_SemiBin_233_contig_1712878_24	stress	0.0394723936576984	rank: C;putative aldouronate transport system substrate-binding protein (db=kegg)	0.0394723936576984	-0.0354642529966543	-0.0675541266481396
P39472	group3_bins.183_contig_1475931_28	stress	0.0394576615837307	rank: D;Tryptophan transporter TrpP [PF17099.10] (db=pfam)	0.0394576615837307	0.03959712853621	0.0473700336579131
P38470	MEGAHIT-MetaBAT2-S993.160_contig_3109615_3	control	-0.0392635902022747	rank: C;acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit delta [EC:2.1.1.245] (db=kegg)	-0.0392635902022747	0.00973408464357503	0.0019958935753091
P39608	group3_bins.202_contig_5016312_2	stress	0.0392625287238076	rank: D;Universal stress protein family [PF00582.31] (db=pfam)	0.0392625287238076	0.0132901825602451	0.0359514793399787
P1473	935_SemiBin_192_contig_3011993_18	stress	0.0392619414565116	rank: C;alanine or glycine:cation symporter, AGCS family (db=kegg)	0.0392619414565116	-0.00338143487969324	-0.0368863426646411
P15590	992_SemiBin_233_contig_1712861_47	stress	0.0392190800365498	rank: D;Flagellar filament outer layer protein Flaa [PF04620.17] (db=pfam)	0.0392190800365498	-0.0175822951079524	-0.0591740077535385
P18408	MEGAHIT-MetaBAT2-S938.116_contig_4254422_9	control	-0.0391382127408647	rank: E	-0.0391382127408647	-0.00671004540316506	0.000876142401353991
P1684	935_SemiBin_68_contig_5672585_18	stress	0.0391362474316377	rank: C;UDP-glucose 4-epimerase [EC:5.1.3.2] (db=kegg)	0.0391362474316377	0.00441299765967561	0.0420802702711837
P25662	MEGAHIT-MetaBAT2-S956.75_contig_5804971_24	stress	0.0390614461450162	rank: C;uncharacterized protein (db=kegg)	0.0390614461450162	-0.0104334942716471	0.0259726960779778
P16227	993_SemiBin_2_contig_3830858_3	stress	0.038984684695622	rank: C;aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit B [EC:6.3.5.6 6.3.5.7] (db=kegg)	0.038984684695622	0.032719598039398	0.0104264168837493
P17186	MEGAHIT-MetaBAT2-S933.161_contig_5760198_5	stress	0.0388495003335249	rank: C;biopolymer transport protein ExbD (db=kegg)	0.0388495003335249	-0.00759016291231111	0.0158632329145176
P1801	935_SemiBin_68_contig_5672752_2	control	-0.0386879558847328	rank: C;large subunit ribosomal protein L3 (db=kegg)	-0.0386879558847328	-0.0221030375649154	-0.00107594070556893
P8853	965_SemiBin_146_contig_1265183_32	stress	0.0386794311922746	rank: D;Domain of unknown function (DUF4925) [PF16272.10] (db=pfam)	0.0386794311922746	-0.0273308753763172	0.0165382186304334
P15308	991_SemiBin_49_contig_4970570_6	stress	0.0386644411950085	rank: C;large subunit ribosomal protein L31 (db=kegg)	0.0386644411950085	-0.00432835386181238	-0.0668903842248794
P12306	981_SemiBin_196_contig_5051773_34	control	-0.0385785801734737	rank: C;flagellin (db=kegg)	-0.0385785801734737	0.0108758050852461	-0.0629655123989762
P20487	MEGAHIT-MetaBAT2-S945.92_contig_5403114_6	control	-0.0385740420047032	rank: C;bleomycin hydrolase [EC:3.4.22.40] (db=kegg)	-0.0385740420047032	-0.00962724256814997	-0.0103713368957635
P41325	group7_bins.231_contig_891249_1	stress	0.0385492889145358	rank: E	0.0385492889145358	-0.00482293140617105	0.0347842268957982
P30669	MEGAHIT-MetaBAT2-S967.229_contig_6869628_13	stress	0.0385061357235379	rank: C;rod shape-determining protein MreB and related proteins (db=kegg)	0.0385061357235379	-0.0365321793683106	-0.004474463524167
P8948	966_SemiBin_49_contig_5227556_4	control	-0.038472416933233	rank: C;GDPmannose 4,6-dehydratase [EC:4.2.1.47] (db=kegg)	-0.038472416933233	-0.00461135566526714	0.00679460735466965
P27917	MEGAHIT-MetaBAT2-S962.187_contig_2556188_15	control	-0.0384450629061567	rank: C;elongation factor Tu (db=kegg)	-0.0384450629061567	-0.0325785854343099	-0.0134839990287308
P33993	MEGAHIT-MetaBAT2-S975.132_contig_1872231_7	stress	0.0382223287344297	rank: C;multiple sugar transport system substrate-binding protein (db=kegg)	0.0382223287344297	0.0240809723645063	-0.00687498357746068
P30608	MEGAHIT-MetaBAT2-S967.229_contig_6869611_23	stress	0.0381680431030999	rank: C;small subunit ribosomal protein S15 (db=kegg)	0.0381680431030999	-0.0191241531740132	0.0447006575959471
P35232	MEGAHIT-MetaBAT2-S979.62_contig_5177256_24	stress	0.0380608234265096	rank: C;cell division protein FtsZ (db=kegg)	0.0380608234265096	-0.00177594563648795	0.00817494854967672
P41525	group7_bins.369_contig_6534209_8	control	-0.0380467913167256	rank: C;elongation factor Tu (db=kegg)	-0.0380467913167256	-0.034418004732771	-0.039411495261266
P16542	MEGAHIT-MetaBAT2-S932.184_contig_6159133_4	stress	0.0379682241911511	rank: C;murein lipoprotein (db=kegg)	0.0379682241911511	0.00363145168011671	0.0133700310360588
P15628	992_SemiBin_233_contig_1712870_9	stress	0.0378951199076112	rank: E	0.0378951199076112	-0.0142658853014481	-0.0784266432414929
P38383	MEGAHIT-MetaBAT2-S993.109_contig_3807242_18	stress	0.0378532445196182	rank: C;cellobiose transport system substrate-binding protein (db=kegg)	0.0378532445196182	-0.0336938339409062	0.0202249155703986
P25729	MEGAHIT-MetaBAT2-S956.75_contig_5804995_8	control	-0.0378261658481529	rank: C;large subunit ribosomal protein L16 (db=kegg)	-0.0378261658481529	-0.0146022902566049	-0.0203600674289844
P27299	MEGAHIT-MetaBAT2-S960.192_contig_80448_17	control	-0.0378005840486703	rank: C;rubrerythrin (db=kegg)	-0.0378005840486703	-0.0132209616491125	0.0335810098429239
P19979	MEGAHIT-MetaBAT2-S945.140_contig_1583078_7	control	-0.0377714320247896	rank: C;flagellin (db=kegg)	-0.0377714320247896	-0.00659328956814484	-0.0361293216870453
P9176	966_SemiBin_95_contig_3845491_52	stress	0.0377494546539046	rank: C;starch-binding outer membrane protein, SusD/RagB family (db=kegg)	0.0377494546539046	0.0312278477066078	-0.0225214816289504
P15591	992_SemiBin_233_contig_1712861_48	stress	0.0377339243753723	rank: D;Flagellar filament outer layer protein Flaa [PF04620.17] (db=pfam)	0.0377339243753723	-0.0382421261411864	-0.0686800998530293
P31091	MEGAHIT-MetaBAT2-S968.138_contig_2051432_10	control	-0.0377282913233465	rank: C;DNA gyrase subunit A [EC:5.6.2.2] (db=kegg)	-0.0377282913233465	-0.00853780455350323	-0.00473308381399241
P12351	981_SemiBin_196_contig_5051789_149	stress	0.0376663197326342	rank: C;modulator of FtsH protease HflK (db=kegg)	0.0376663197326342	-0.0106185786143205	-0.0623173802530238
P30880	MEGAHIT-MetaBAT2-S967.229_contig_6869681_10	stress	0.0376616570881435	rank: C;phosphoglucomutase [EC:5.4.2.2] (db=kegg)	0.0376616570881435	-0.0178427104070581	0.0222440893184676
