X932	X933	X934	X935	X937	X938	X939	X940	X941	X942	X943	X944	X945	X946	X947	X948	X949	X950	X951	X952	X953	X954	X955	X956	X957	X958	X959	X960	X961	X962	X963	X964	X965	X966	X967	X968	X969	X970	X971	X972	X973	X974	X975	X976	X978	X979	X980	X981	X982	X983	X984	X985	X986	X987	X988	X989	X990	X991	X992	X993
1378	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	35475.7094347714	70476.2168209406	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	124671.200238749	NA	NA	NA	NA	NA	NA	NA	NA
1379	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20946.569744657	NA	NA	NA	NA	NA	NA	NA	NA	NA	16912.6989236663	NA
1380	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	75342.1700947782	NA	NA	NA	NA	NA	NA	NA	NA	26568.6848129886	NA	NA	NA	NA	88038.0992866292	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1381	NA	NA	NA	174865.934408837	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	54602.7048521201	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	59582.1555318928	66748.8298657079	NA	NA	NA	NA	33235.7151581216	NA	NA	28077.5263747376	NA	NA	NA	NA	NA	NA	NA	112868.893160685	NA	NA	NA	104173.905337387	NA	NA	NA	NA	NA	NA	NA	NA
1382	NA	NA	NA	35509.2598543678	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	47978.3061512009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1383	NA	NA	NA	39467.6768107437	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	74016.829537103	NA	NA	NA	NA	NA	NA	50434.7134494589	NA	NA	NA	NA	NA	NA	NA	NA	49548.1083384813	41527.6186339019	NA	NA	NA	36753.8421363759	28192.5193901362	27533.700590483	NA	NA	NA	NA	NA	NA	NA	NA	33836.2441025573	127629.91366338	NA	NA	NA	108485.902630275	NA	NA	NA	NA	NA	NA	NA	NA
1384	NA	NA	NA	39211.0626924674	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1385	NA	NA	NA	99193.0822002152	NA	NA	NA	NA	NA	63568.8669210757	NA	NA	NA	NA	38184.1160356769	NA	NA	NA	31294.063428978	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	46358.4754392435	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	64251.6143927983	NA	48692.8585429266	91670.3206250345	NA	NA	NA	99039.3735764735	NA	NA	NA	NA	NA	NA	NA	NA
1386	NA	NA	NA	82910.3113028277	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	66717.8624079512	NA	NA	NA	NA	NA	NA	24134.6908172197	NA	NA	NA	NA	NA	NA	NA	NA	68998.5238960321	103880.687916906	NA	NA	NA	NA	NA	24911.028311068	NA	34539.057285708	NA	NA	NA	NA	NA	NA	38759.4878305312	60976.8968815096	NA	NA	NA	69722.2097130601	NA	NA	NA	NA	NA	NA	NA	NA
1387	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	40044.623797325	38832.4237509063	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1388	24551.4709538051	NA	46123.7209129778	148066.737988001	28897.8409415313	NA	47972.2805999145	31892.5909288183	NA	52383.0055483228	55253.8373026703	43648.5101428216	46827.0864361993	36498.0770926869	66986.1936953582	NA	40630.998474318	52429.7383225896	44815.9015480975	37249.8012242745	48410.8124890489	NA	35053.8033049218	NA	NA	NA	34724.1218397014	31334.0346108467	20690.657291807	35715.1250188819	86851.7420593133	104151.733884905	NA	NA	44593.8515644088	56101.3649962884	NA	96801.9141703896	NA	82278.398328407	NA	NA	NA	72195.9992302293	51207.9153491012	NA	67958.2242386617	131273.687557515	NA	NA	38689.144016615	104383.18263942	22092.7571812196	25720.1068633509	61176.9907379733	31392.9976359383	NA	35796.2667744416	23830.5160894912	24772.8095820885
1389	NA	NA	NA	72215.6642793811	NA	NA	NA	NA	NA	28828.4484811005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	44494.7383481054	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1390	NA	NA	NA	31671.4083640671	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28816.7310162972	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42816.9891253664	NA	NA	NA	101824.217830654	NA	NA	NA	NA	NA	NA	NA	NA
1391	NA	NA	NA	79080.9109878684	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	76400.0929847487	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1392	NA	NA	NA	120659.250032419	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	36405.2597773128	NA	NA	NA	28819.4741907188	NA	NA	NA	NA	NA	NA	NA	NA
1393	NA	NA	NA	28771.3351466293	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23418.7131771111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1394	NA	NA	NA	89741.7197668442	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1395	NA	NA	NA	13910.396875168	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14626.8584525768	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1396	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22468.2296125289	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1397	NA	NA	NA	107923.413632881	NA	NA	NA	NA	14965.7320419616	74320.8046173857	NA	NA	17406.5681306322	NA	136901.113766339	21738.6426740444	NA	NA	52087.9511884385	NA	60285.5337518732	41366.3816855051	NA	7788.92710260392	NA	NA	NA	NA	NA	23748.20816885	59511.5389474536	141839.44109147	14722.7289106671	NA	NA	22346.0905394848	35621.2611213592	14530.0081756546	NA	100087.138108981	NA	NA	NA	NA	NA	NA	83508.7582626017	158756.786564487	NA	NA	NA	111521.034939771	NA	NA	7010.83051993712	NA	NA	NA	NA	NA
1398	NA	NA	NA	34757.3290728066	NA	NA	NA	NA	222245.849540329	213266.689117287	22063.728669128	NA	102797.6953232	352734.376059241	173253.039042118	NA	NA	NA	71928.3818941868	NA	NA	101198.0186247	NA	NA	NA	NA	NA	NA	NA	NA	101712.679745267	55109.2789033265	NA	NA	NA	NA	53823.055016906	80523.1129370688	NA	241512.235527289	157376.926962863	NA	NA	NA	150029.748679329	NA	67787.0145672682	NA	NA	NA	NA	204435.319717536	NA	NA	NA	NA	NA	NA	74765.3687853393	NA
1399	NA	NA	NA	46079.623742316	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1400	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	37225.8502773467	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1401	NA	NA	NA	20245.8804957447	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25111.4278380419	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23587.5000662654	20121.7180824387	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28498.4796597631	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11716.9832805376	NA
1402	NA	NA	NA	52937.0746641742	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1403	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	32582.6328830245	NA	NA	NA	34640.9677045742	NA	NA	NA	NA	NA	NA	NA	NA
1404	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24887.8863201435	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	31679.2812641867	50791.2300869161	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1405	NA	NA	NA	19904.4935215043	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	46139.3341639265	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1406	NA	NA	NA	82712.3667432581	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	40716.9561501804	NA	NA	NA	NA	NA	NA	NA	NA
1407	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21241.3525500759	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1408	NA	NA	NA	NA	NA	NA	NA	NA	15819.5707791772	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1409	NA	NA	NA	52414.8375093385	NA	NA	NA	NA	69016.9530205789	43184.5231252103	NA	NA	23462.1456026987	50724.7282779448	45481.2809733915	13355.6716463807	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7392.12898770142	NA	NA	NA	49374.233065427	76324.3756360636	NA	NA	NA	NA	NA	31833.5312706378	NA	47971.7097974566	NA	NA	NA	NA	NA	NA	23225.0660742793	30609.3898828757	NA	NA	NA	36915.6661474385	NA	NA	NA	NA	NA	NA	NA	NA
1410	NA	NA	NA	146444.076220274	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	154941.439778533	NA	NA	NA	85983.2189999677	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	34860.1600461267	219488.794946006	NA	NA	NA	80840.1269057982	NA	NA	NA	NA	NA	NA	NA	NA
1411	28445.1600180741	37662.8185010263	37027.3791631415	380669.987500075	NA	32410.3526737535	36186.2060851005	NA	36125.6425070335	126590.703517036	NA	51011.9931634733	57317.1686857149	NA	118934.833214014	NA	NA	39578.765758115	107036.736250306	33505.1875595615	NA	66393.7019046238	NA	NA	28751.3152056113	NA	46265.3174900401	32436.5010225011	NA	58518.5734315915	49244.7642647036	45842.3416720225	NA	44611.1880979195	NA	NA	52445.0247194721	42114.3229848437	34176.7162226602	NA	NA	NA	NA	NA	53937.2066320429	NA	79103.6017581821	231306.54508741	NA	27778.1787024326	NA	214409.115031545	32897.0706053305	48967.6130582647	64708.7095859092	32762.5202633372	25142.2721753786	55931.2916336918	38268.6156353598	43378.2163761111
1412	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11191.288282929	NA	NA	NA	33192.9231486256	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1413	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	43543.8119982395	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	39498.5528565968	28612.2271020392	NA	NA	NA	153734.716365782	NA	NA	NA	NA	NA	NA	NA	NA
1414	NA	NA	NA	14209.3956133006	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1415	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17648.4287034795	NA	NA	NA	NA	NA	NA	NA	11396.7327300719	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1416	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28765.0976212389	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1417	NA	NA	NA	137674.866637907	NA	NA	NA	NA	NA	30434.7048861726	NA	NA	NA	NA	51298.3754816293	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	34777.9675280293	25708.1912688548	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	54840.9044657889	140222.350330866	NA	NA	NA	53827.0044322089	NA	NA	NA	NA	NA	NA	NA	NA
1418	NA	NA	NA	23891.6524037375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1419	NA	NA	NA	23804.3807091166	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	38256.1715557271	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1420	NA	NA	NA	42272.4389864972	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1421	NA	NA	NA	55526.948635279	NA	NA	NA	NA	NA	53118.4051062167	NA	NA	NA	NA	46085.6552805349	100616.366987777	NA	NA	NA	NA	58576.0457755086	NA	NA	NA	NA	NA	NA	NA	NA	NA	88394.8658671227	81421.6936251402	61937.7526970303	NA	NA	NA	NA	NA	NA	47845.4442681059	NA	21611.5105142639	43761.0962705766	NA	23855.6235885066	28390.9079080646	25164.8355846169	43641.1820286042	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19191.3360857413	12300.8518232287
1422	NA	NA	NA	7174.32846177657	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21563.1779563609	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11210.0205078881	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1423	NA	NA	NA	39749.6904728937	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1424	NA	30105.7680708874	41535.5253547113	157492.861201775	NA	NA	124270.33368948	NA	NA	130887.233340977	33527.874950435	NA	33577.6903666864	NA	163243.457797875	142887.227971501	NA	20801.1353882111	62392.7379684701	33931.5272193205	45493.8497937643	28465.964064937	NA	21013.8050141411	NA	NA	NA	NA	NA	NA	161810.267974487	83173.3616862456	NA	NA	25957.1281567924	NA	75652.388272971	19840.1255842785	21985.6190886248	93189.8352023833	NA	NA	34132.9157126137	NA	54357.2029630137	33966.0420762222	124072.844504144	134037.229480409	19751.1042122852	NA	110970.387311074	149171.570414672	NA	NA	37569.8950873451	NA	74891.3047974594	35348.5066861674	144136.613746988	56629.5537196749
1425	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	32669.5696065576	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	37462.0424369835	NA	NA	NA	34711.1552977899	NA	NA	NA	NA	NA	NA	NA	NA
1426	NA	NA	NA	54686.1104344389	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21618.8976389056	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1427	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9901.44380040191	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1428	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9528.39547579361	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1429	NA	NA	NA	28955.415945571	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	40064.6938162052	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1430	NA	NA	NA	81691.1444721859	NA	NA	NA	NA	78259.9825095746	35729.9545532164	NA	NA	34146.8625623967	NA	109527.701932522	NA	NA	NA	NA	NA	NA	157099.199022274	NA	NA	NA	NA	NA	NA	NA	NA	148201.086890409	33649.8384538949	NA	NA	NA	NA	NA	NA	NA	22516.5515521295	NA	NA	NA	39405.7105717928	104245.271602179	NA	24475.7316987816	69129.4590426763	78773.3993337766	NA	NA	37134.3977245774	NA	NA	NA	NA	NA	26597.0112566313	NA	NA
1431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20357.078522355	NA	NA	NA	NA	NA	NA	NA	16710.6645065466	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27333.8567109526	NA	NA	NA	NA	NA	NA	NA	26334.3467236374	19576.0307403104	16970.4296877729	20504.3277390554
1432	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13018.0803463127	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1433	NA	NA	NA	96858.1133589593	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15497.4942966955	NA	NA	NA	NA	NA	NA	NA	NA
1434	NA	NA	NA	29579.7569640548	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	33823.877413192	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9177.80093729439	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1435	NA	NA	NA	23479.7242651504	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14683.200952617	NA	NA	NA	NA	NA	NA	27227.4231101454	15509.8847412319	NA	NA	NA	NA	NA	17359.2607677263	NA	23356.2857559129	NA	NA	NA	NA	NA	111335.122076696	65326.3557600978	NA	76274.0399372908	NA	NA	NA	NA	NA	NA	NA	54838.1493945059	NA	NA	NA	18569.0645430934	NA	NA	NA	NA	NA	NA	NA	NA
1436	NA	NA	39602.2147633998	NA	NA	NA	26957.1962983809	NA	105091.039304729	92768.9387779488	83394.0162733279	77859.4615630507	96975.3532353261	108644.50453377	147414.747216594	77339.935127253	8227.59004967086	71486.4143255091	28298.0674168399	NA	38609.3303348128	40492.8316671893	71296.7950998011	NA	NA	NA	83877.881747612	NA	NA	NA	137709.636135033	NA	NA	26799.2614919443	NA	NA	49172.9405642481	NA	NA	46636.4866128098	NA	NA	NA	NA	142343.832748982	24770.9919421457	97103.3897951851	132826.382669139	52160.2742149492	NA	18935.001183306	85129.6836646054	NA	NA	89253.8766810856	21871.9582981691	NA	NA	103422.170258217	39074.0564706294
1437	NA	NA	NA	48374.7924075381	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27551.1788898696	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1438	NA	NA	NA	75501.1124626764	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	65308.6530814768	NA	NA	NA	51361.8265907768	NA	NA	24307.6417571918	NA	NA	NA	NA	NA	NA	NA	NA	NA	116216.247772736	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	35899.6559143152	98289.3384861124	NA	NA	NA	58754.2000265263	NA	NA	NA	NA	NA	NA	NA	NA
1439	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6986.36651068479	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1440	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	37197.1688100803	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	40765.3788114293	32087.604523408	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	58276.0711720459	NA	NA	NA	107740.506940563	NA	NA	NA	NA	NA	NA	NA	NA
1441	NA	NA	NA	38910.4608018274	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11829.5572006579	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22107.1615397435	NA	NA	NA	NA	NA	NA	NA	NA
