Bin	X932	X933	X934	X935	X937	X938	X939	X940	X941	X942	X943	X944	X945	X946	X947	X948	X949	X950	X951	X952	X953	X954	X955	X956	X957	X958	X959	X960	X961	X962	X963	X964	X965	X966	X967	X968	X969	X970	X971	X972	X973	X974	X975	X976	X978	X979	X980	X981	X982	X983	X984	X985	X986	X987	X988	X989	X990	X991	X992	X993
992_SemiBin_141	143312.83143769143	104212.45240181664	129879.18557693408	197419.44766420848	251900.8166043304	84868.87002998166	31016.737300978944	152843.74713795184	227195.40946504343	297295.2191408982	170055.27174448213	200508.36544453874	267596.8016808248	0	363713.28065849666	179943.8505165634	89796.52281075572	110132.95829495572	174855.64826008008	73311.70343966957	158665.88745264488	150473.8785744305	211349.93147610084	0	112367.92158929812	21213.1804582323	210462.90511475725	128886.6886428269	94950.11474655729	159564.6623800947	533302.0889593997	164451.06879930192	150000.99310999864	245656.06186269195	176364.13548137693	101080.12603458826	259997.98686212048	277679.72107715707	429857.9506978297	145342.18690293084	47969.521784283694	157999.353529031	220060.09524365337	0	397011.7009128252	81326.83571831683	775098.845766285	490006.06435913005	563499.3750247066	206110.21612866342	148892.92075107776	253931.16307126646	645400.544479107	157276.98404879458	380099.5552972419	90676.84945778406	204999.8629474649	93157.13302552592	551477.8565930487	215104.51263162686
992_SemiBin_233	1923994.3518025721	3881633.3224027012	16197955.60834037	24861790.224213656	752149.3941664114	500015.99176120665	26226138.600756142	2514758.920387074	5460236.568108224	28521181.78848924	2612062.965000395	3125911.331444379	3756018.5537948157	2362976.4156203032	18515520.53214651	39854383.00745893	1575251.5751257688	3967538.6309911306	7636551.610092229	7677860.1989597855	14610672.439611325	9886310.968068324	2445192.8076091893	1345698.9958373848	366443.7659791708	1993996.75189461	2679826.569273238	761435.4332825929	2495525.8168120743	3989214.860291854	30502251.588371884	9456967.771374477	4587527.115227612	2388570.5219440716	3539891.8330335603	4037569.1040549767	8964297.452230508	5295714.7348246565	1918401.1879676704	8365568.284809421	1913699.4847236557	683352.9067310339	7921438.015045018	2078146.7994561275	32072810.688410573	24360059.291090798	21984961.301829923	6443676.346138029	3227707.1076691374	316605.4593514644	6007317.035816472	4332133.486549797	1184797.931105001	1948684.4660071188	9256913.406300988	2564351.237642736	2847639.4288628222	5120082.7412575	50689285.15863708	7234309.959712148
992_SemiBin_359	186335.16654697998	149644.9056240668	122039.03354098403	266757.2304999615	173492.48939205526	94454.33155880895	312749.0817723906	162623.31479185788	364032.27127679467	489743.81702076236	216021.72683487702	474014.05056275026	386906.97457793896	54599.384269227536	210064.38810324902	220916.30462408403	147862.85403722827	483464.3246446395	211380.79424187995	259179.10749805073	179295.2545991727	175934.16218283807	603149.4758395125	221590.49363083046	44224.319942167305	141807.31097671684	120202.49995742351	170260.2669708617	398887.6429793998	114763.22706313239	271281.8191841023	285366.8880861768	147077.79413023056	182199.76074941835	85553.37632604236	80454.28809525327	229639.3228003521	312517.00275272643	220531.19640593312	131666.06734228568	0	77475.82081905552	168355.69388702407	0	483941.4278766282	220439.4607158451	261137.31748030157	473476.290099623	199233.7392132015	237255.9183614231	140281.55870532923	358899.215043243	355181.75320872	528168.8580841222	987452.0336523799	184081.3301949713	180165.9809892733	117707.86860792473	765377.9418880895	333886.98430584656
993_SemiBin_0	1655477.8442414347	2512940.0191630363	4370108.302005917	4420127.083984595	5107774.556120144	4397316.500551534	3679109.548129393	4651502.81182196	14196047.35203723	12936067.398973668	11042632.602733739	2525493.5484900544	3662620.4188985224	2680873.261458014	6442355.067914385	3673308.234304726	5505513.025991101	3122672.7425735295	3160105.1036267974	4559170.77139908	2750148.673682176	1903422.1180705405	5202918.1202949155	6991722.804819198	3285688.6618956043	1946917.832550906	3171410.9450455625	1593941.4720444405	3175481.204011002	3040107.6241272083	5464020.167264507	1664922.8124770336	1744148.235924393	2819784.1862709685	2176842.937526747	1003839.6675339914	3078452.9159812424	2583154.666004649	3584271.0805472033	1405616.9071513042	1032300.7413102082	2523275.8404912325	3739453.3454661677	970195.5946834831	11863403.615997888	3479108.04724144	5143232.947303391	13258841.769428251	5691697.823999953	4945905.000652557	7240229.032086034	5342644.102833464	5030347.542884042	4309313.497035643	3100621.679348343	2616881.512698067	9513222.662836637	6606667.182095406	5052384.703697693	22423121.72515026
993_SemiBin_156	1452716.286713331	2522697.6564579643	2034271.1888234625	1972360.8877917803	3299611.0258741626	1758178.7932722918	3702413.935425876	1827559.5437176232	5982278.4838962965	4219306.5242645545	2509031.882620036	1374356.025880738	2457248.8240395254	1009451.0588423009	5273201.860462815	3305647.133167203	2603158.1533654127	3083799.6089395094	1794429.938922467	2681390.631056552	1566092.955392179	1423026.3383106138	3704594.129716337	4596380.21377061	1890861.1149686945	1840242.654972714	2930430.1415058705	1416173.0021896018	2509478.4329113998	2735566.3335878686	2801647.256083919	1624149.5180973061	1424991.709765971	1885378.4553644205	1708731.782838988	1171541.9465229402	1745429.8892724768	2583917.540310106	2351679.9504281734	1541491.5829123615	832808.6046396478	1843039.549497002	2531797.973389171	564790.654200024	4415201.70806367	1562978.6483874535	4259362.63550026	3360428.508082314	2109056.2068535415	4032238.6590089644	3422038.6789161083	3515490.294730569	3096553.1352035706	3401375.2228114186	1733669.5194553412	1816266.1520263376	5117958.318805948	2565405.931033692	3354526.9922361574	7336902.332880615
993_SemiBin_2	139879.80005552134	208525.66931427692	223776.09789654645	343365.89772248245	237362.7727353503	159680.2863765773	335226.9324855666	627724.6203885031	561181.1324366303	303683.54021864576	441564.5485049111	194942.94078401328	305286.32978829934	194265.33808309154	243351.2310246362	421221.5405691089	404778.6221046997	292739.9223033125	231658.37126611255	562155.8675631561	233694.89677896912	162406.40000640342	390243.32273838564	328564.42992453946	229542.13815463692	229073.09817901038	226324.30045632104	188217.0119575261	320539.24535518873	367386.7067622653	420478.301849198	306245.2011085406	126880.72575602212	200900.30240117203	323807.7480072881	159362.41658803137	290541.03855960985	220957.13689304612	836611.2669155892	218136.51823321992	180551.40301241667	550625.8396045901	529077.0080830554	0	163059.0552046431	137271.1329313923	108827.2235545985	441256.48217912624	265845.68848034705	395525.6878356692	371871.0737471392	388990.9735036261	422539.96649785346	465725.17704673856	248905.63972476037	319047.2667871677	688222.6540814604	533999.019426704	266535.7050733729	1512216.7106266988
IsollateEukC-trimmed-reads.medaka	387506.07711018197	265225.9305368041	275490.69154269755	387995.4696080747	345439.28521125973	130655.48098361274	300509.42494132626	244821.63963928612	432017.7428559594	367147.2347259816	289314.3755365441	257984.43515958215	379906.84521489165	42488.57477436765	558138.988780946	282369.4532155054	265629.06476898585	334202.521308891	120155.3103156978	222704.20914628607	236441.72036421954	179307.66434543804	230725.8764979782	198023.4854996547	288735.56157977076	168682.20842629255	141380.93306159065	275314.8252480627	261982.78907783134	88399.04710546554	324378.8460329977	222965.44352358097	127026.43429897453	149517.59868559858	135017.67297760304	160250.76595892533	323570.10298568476	86745.34590892238	211532.22076128138	142617.10400109342	0	292960.9238693235	199752.10230851037	0	248720.9616373971	173787.85346673155	194751.70014530767	425650.9062747288	365542.4948600869	250861.66607784235	342882.98958020797	295631.938112335	377782.51371499297	213428.01314549622	247047.22876323242	260284.6483196132	312436.2483742934	215808.0501154658	261698.44538596945	445666.9610759566
MEGAHIT-MetaBAT2-S932.114	1186256.810322464	610726.3782442319	153169.45271317122	352632.4206266741	223262.59764366312	78717.80595197325	926768.0730161398	729517.4689303124	163104.23084453426	124353.46451557532	194514.56345131644	1061580.4317676276	201233.87077978833	27819.81906748152	17687.63317976895	408153.0392475287	200961.2556666547	560017.5804425798	81951.34491235306	591229.0747843329	861293.4652815664	175090.0226672881	181159.87330249327	417985.8305016722	402698.16989095224	750524.9580860324	296839.49241340277	973840.7760291118	1640827.172868291	1055275.531532202	541227.9482701179	53645.39043649574	243793.45979677237	860289.5228978109	398026.88210408686	1324338.5229812874	311949.64719850826	300727.39456290595	915078.5702689656	226291.68664468918	59545.77398979128	242492.81789092554	363317.62729997886	0	259154.81611118835	274576.95121442014	155110.78760822638	220213.61017355666	202427.85343501315	317101.8635826701	899138.536127359	255364.32775157114	576662.8745473969	1314875.0187463728	829174.3767707763	340200.0209260215	2041772.9646323146	332311.7215701322	2380957.393326106	439801.37275236525
MEGAHIT-MetaBAT2-S932.132	2745659.924539603	1489919.4113623523	2339819.3130073156	1753281.5990991038	2615781.729953676	1656230.7001159766	1367369.25603308	1980536.7868810834	2570510.304959679	2879266.7514407192	4247073.87566964	3558124.778539747	682555.3305838289	898891.9560756763	1477410.5935507035	2872885.753825206	2936478.65697575	2163542.8925815327	2640643.3516902034	3004297.627462447	3334237.89609658	909224.9241433602	3868832.066530936	1578257.743099684	3207107.252906469	1680844.4946937044	1690485.6287902049	1599329.9395327773	1436522.721492414	480891.3881468527	1095256.2576572069	1628929.0646636712	1797157.4221427855	1413711.3969809734	1155139.3559349307	1854289.5022412664	885622.8746791539	2417141.032779199	1734869.874761862	488620.0795323396	257800.88408496117	2121138.7303618337	2718553.411529676	440029.9498801435	2698484.427867961	2119866.0862828563	2680120.1503449865	2565672.8753937767	1144533.7827799702	3442984.468239859	2851057.0950669707	1445832.7592802597	4071651.9330252754	2915384.2758008987	702388.3862188174	1304428.572664845	1705403.0029968654	1234746.947157917	1761518.0759553157	2644540.5489089396
MEGAHIT-MetaBAT2-S932.178	1830688.3827990147	431153.02912713296	754784.3518681545	405164.6435434938	742443.2386631723	462335.414089331	742417.8253746547	436653.7466389497	779289.9977012868	759910.7949627145	349667.47365546913	1016627.76439924	511904.72666352737	462125.1215005772	295133.6786011666	431668.5133157309	378897.76268081187	653121.1787676931	1163367.2698324118	880214.1909377859	581602.1497005986	425206.69412721525	421804.9251222778	296028.5044329195	222055.8040126523	310304.6572875402	554989.8704127988	1142127.7737883807	988534.7771159915	893658.2163934106	757021.9034621341	220168.8573145189	299943.6115233328	343783.8157554204	469583.12739900127	4417342.170005189	231879.49157263327	512319.0325757122	476268.65135209216	543904.2484469956	457903.7078590189	242948.00096909722	337580.2020988367	404338.12149528763	511702.96518433304	885174.3707078224	735872.5905743473	407571.9915061106	686638.6076491707	740458.1878053604	717857.434697628	563726.7486809042	741461.2993532955	726223.7496342041	1054254.7314863561	738679.5652406805	991404.7373841077	616792.3729557273	555120.4962661156	389621.8480737718
MEGAHIT-MetaBAT2-S932.184	1255817.8760060363	1188778.1340099867	164744.6547636181	47504.23087014059	468018.7451982833	70877.35320182687	106212.3742267306	128789.67218351524	158187.6922725885	59061.36134045861	95782.0716011412	251386.12208703413	200896.78664648114	93493.16271983382	48626.821881475356	74192.78577677769	286465.1768627179	167693.59388030873	108411.05992042781	137836.48346160163	182547.2482620221	31461.283364612784	164161.3204437734	173553.5774283202	345164.90813926316	178393.70721021437	90866.46553061884	785633.9249655114	217559.65071374466	169849.96168250075	172281.13392768474	218854.07487512974	184392.8342956232	112117.76711759754	149072.80223250604	623301.3412350311	110742.84886324573	41282.42337143859	109506.71872939506	33280.07343845782	0	844008.3297185085	164782.80638023248	51162.81276078341	79097.23278217255	86429.18621965402	93813.59986483245	43217.16698302624	291211.75055562804	891860.7622817883	201422.58882278024	107261.64063009838	449523.68552453397	107843.68348775114	63210.84846957864	92823.15047174913	178897.81547036223	249729.3919562986	65905.8808239948	204065.63534243236
MEGAHIT-MetaBAT2-S932.23	376485.44705585093	333234.113342328	135662.90653138317	111968.86484776807	196085.69535753186	56682.81019454271	255358.40295193245	318782.0353539565	251675.47453120226	512420.2882847338	345132.1997017778	249491.48372899613	53493.07840351795	108845.06164210422	329589.6232858996	260760.36111780434	250210.19830075162	160281.68835945803	642950.988939148	197334.31170786885	389152.8294382886	142235.05495356506	269198.195554636	211234.13458572965	261560.52149493352	154764.3508618289	168680.40572583565	313294.3308386475	307115.76361696207	212828.02806732987	223435.77599428914	201157.9473744688	147881.74063165518	158118.04506918433	159393.37496200096	107390.26893689267	176337.74362444578	277656.0729557833	223814.983450452	133611.7087851029	0	152672.90206189294	247866.98763120352	90726.83704597424	151524.3815369115	151556.23313945593	120442.8606461837	107549.48290970063	42721.48297629968	384574.8842729125	235495.89781887725	202270.332140475	240900.9963633979	273136.5533679809	64927.11484302771	173671.9136434669	211473.3667666607	247400.25821144792	110111.88344130637	394315.99821511755
MEGAHIT-MetaBAT2-S932.36	2273592.753628702	1591926.5838148047	1663215.8603431047	1746270.4289996186	2958355.3452687254	1518723.1590468555	1735625.1416666042	1811089.1422004579	2277915.5120315133	2877020.4214766496	4245659.0373004135	2827407.8890034184	1889172.1786278766	2204297.431415788	3070546.7099698833	1291550.3706464514	836988.240535754	1737652.6398650962	949615.2438268821	1780526.3842897664	1685351.1989208797	1984969.8852551961	3422963.060065874	893358.0291398977	857807.839190948	1053307.8622747536	1901453.1950772929	1401015.7562263955	2171121.91286598	1418573.1510225385	3582234.345517146	2017427.7370885948	1231249.019485474	866382.6829153412	1125888.0094243982	789324.6214895323	1974421.0759656907	2665071.4754174887	2219255.202661428	1286613.981406049	499307.52683660894	1181395.7293935062	1272982.8268785358	326444.34152838076	2658208.835782947	1651874.0784651814	2540390.1660356293	3362600.2146106693	1246513.654997321	2217546.3309409795	2091508.552104512	1567327.078715856	2100207.4984515985	2054920.9518160436	2474054.4239279293	1163672.2266079632	2836297.858245316	2134758.415590197	3282018.5831522183	2742745.1028062603
MEGAHIT-MetaBAT2-S932.53	2793131.197445755	2171654.7166847135	1936832.1936866173	1255905.867769753	2535507.461604085	739462.8716832375	2193667.5722926036	2954154.5612412184	1254328.9535728819	2020247.8278915207	2555068.7844037376	2091563.1530801994	1293352.51756701	479261.8714118804	1697509.3960931303	1855605.3991096634	3652034.60024058	1803979.1424167345	2484011.990613622	3910067.3449896006	3614812.5344365616	754238.7809533415	1584633.084047066	2106421.013295159	2228563.249860539	1039411.5371314653	1318015.2275783864	3159742.299656114	2973714.395397335	745619.1610071561	1620633.5033642557	1513771.5959886278	1734926.2607828816	1291501.1397830124	503211.8573881122	910935.9420220624	1094162.0043254357	1748010.4897164353	2394462.0229241108	428601.61990758224	235493.65492218133	1671360.6984348635	1416045.7166005818	63476.906740930106	1561940.7023941628	1048765.4523324315	1898989.4538481708	2166509.1660249243	1640230.8999051359	4935756.775706144	2416750.4437604924	2532595.8744352395	4527062.301205898	2230527.5874669454	1609429.2330310491	1165154.7408523688	1451355.012167802	1295264.0372582392	1754239.3891770975	1889560.8341482815
MEGAHIT-MetaBAT2-S932.72	2903322.7602143926	1931384.2596979744	1917845.9048002863	2819154.225077691	2621107.329054386	2011664.1275877862	2464068.8869825015	2601998.995372758	3811358.9890494416	3048725.606968454	3565812.4170868527	2278864.921358653	3345025.47832917	2382010.6001754226	3035816.2206125907	1749737.764288865	3190918.521650499	2919518.388726416	2346247.226072434	2726036.119196563	2952623.656608145	1417298.7420758114	2915997.268730025	1947234.251454592	2054857.4473413287	1200753.719619874	2021553.1685636644	1604078.9741205927	2442936.076729809	943728.94725856	3182559.1285083047	2202170.580224139	1234049.908881604	1900798.3368475547	842523.1598983216	943449.3125840366	4210489.855168793	2739019.118797696	2178232.157234834	674766.7185243572	714302.4144173095	1260392.326296843	1495268.6643128707	343641.37992262875	2519903.973491526	2029816.3942889085	3713362.5395424	3439079.3476500767	2883203.5691061425	4010282.385091606	3097598.409322378	4049656.9035773478	4280393.21828645	2596793.612231044	2303974.6829398354	1848248.281803469	2343655.2596360184	1762477.030515812	2538126.550804194	3641769.3596069636
MEGAHIT-MetaBAT2-S932.87	652227.1520297662	436708.20739715226	363475.65320556925	183093.2744538211	245406.8591114572	45489.68009961936	169149.80018992547	396077.3180002354	201230.1982057293	255140.66200663947	443816.92408267764	335349.25240380707	150219.09871538632	11221.282307300295	204400.17072160973	347554.67498735705	268855.95881296945	477671.86484789185	620899.2055945154	351367.7569888109	661825.1222018736	166728.81409550877	312356.51227247063	362444.61351053766	459570.10429380095	295402.84355932695	216686.5660183635	525653.9679729628	263869.5259392247	599155.7082507076	191768.40429608437	313353.3801047304	309902.92547897046	320950.2522304567	406356.3853602794	648530.5027461747	351179.95700762636	497344.7775601015	210789.00022281765	348316.0170144459	112775.66858583137	352492.0142554019	306144.30246440426	29951.078230710216	228663.8293923894	237693.09697026023	344268.37856478296	231903.3940174807	289056.06275805924	148618.42608493217	401520.3826253596	63777.42409017901	249565.7709226313	378571.5580595886	634379.0498191706	302760.99305837514	151607.41916697565	90358.96918535125	199790.56950995562	214102.52454656505
MEGAHIT-MetaBAT2-S933.133	6598298.097904441	7678649.703737697	4214518.138485767	6034807.818060107	3521759.6451262245	3673601.879291005	5252910.951569449	5403244.893587153	6801756.06189597	3896147.7719779434	3068043.683869789	5331245.810901466	7252750.156004925	3017113.917215798	3702817.7906638063	3055711.0844957293	2655225.556222017	2476167.651984078	931266.2651286187	5022149.321638225	6264548.170169691	5865921.905887281	11502344.416804282	1549450.5195938891	1308266.4230982221	1888721.6116039646	3916632.0444427277	2581918.873585723	7073322.818268992	4237373.582873163	4035280.9977551023	5118302.410495937	4532267.602358678	1567911.7995096962	1172073.1888864213	1810439.2479450332	5821356.619781624	7846386.481136859	7433864.476629962	1787030.21051804	1215984.381953168	3163939.253988111	4112397.936364294	390946.8568975363	5710745.000770351	1614093.0530339915	3676760.5574913467	4900934.785835229	1911801.831252709	4723067.9985140655	2192441.402862875	865221.9588570632	5680443.302933501	3094086.720190832	1731314.189688526	2412144.472429614	4706403.725311259	3940488.691341496	5619553.920325821	5725181.414944974
MEGAHIT-MetaBAT2-S933.139	48770.512761266116	50603.64956321656	43299.5759925087	0	27959.287246714008	37525.54100506786	72282.72885928079	61396.14234426011	73709.56086198146	39789.67637138146	58487.01667851381	30910.23995942459	0	38439.98031353862	0	0	35020.335969363055	0	22944.31921533659	38590.68689826496	22966.914050309828	0	28415.710512072645	22900.498046785462	0	26769.463230188445	0	27779.92318469051	0	0	36361.367247516115	57476.10788270327	0	0	0	0	28556.01404386291	27763.84137355589	42728.67582457432	0	0	0	41896.13042939996	0	36242.8460539193	39268.15402475356	29637.59344638372	0	0	0	0	40024.960699859635	29500.67199376532	34080.279399092586	37631.23808515395	84153.62075631908	0	46568.40552963672	45307.86796860872	138192.3991045162
MEGAHIT-MetaBAT2-S933.151	435064.62418946275	516680.0334491987	486930.33374367957	66839.16746696467	289524.3744390333	0	328141.9319263654	553775.1347346283	158500.27912749292	210294.52706292245	301909.08855604724	322582.0248750298	236932.16516998757	98996.18753109718	215615.09265789157	320025.9323656393	404249.14474087564	947509.1141132151	416829.827533563	386930.69677288807	640561.1600935933	605289.0426738951	261013.5621431446	167007.0430289298	374611.3073940906	112090.13805912918	110469.93203865577	539041.5199179022	408037.3683935771	685822.4436776474	228217.3701747015	25417.229662324877	48601.035488621266	151222.567566009	384505.7164476141	545568.108215998	67102.75225393528	134228.36231151005	293737.2395032174	253642.43390220386	155516.4769523603	71255.70580256708	51831.58476959719	0	330011.440093156	402155.93044311204	416803.6767058529	138356.31796347693	323205.5837726491	149098.50623201765	290742.88589751517	160488.53158978885	220870.1945805426	272752.7999180483	516175.45659962966	330508.3562154719	264816.7475179202	382676.78740780574	129861.76900283483	298576.8681914335
MEGAHIT-MetaBAT2-S933.161	4098447.934881969	3541298.594327985	3026047.8792087347	2251254.4401645777	2525946.4314499227	967539.5917211502	4998670.288962753	4505385.180314248	2304099.732013561	2558672.9530597324	3683725.295368085	7538863.414075945	1387088.8557555869	1449603.67386133	1936040.032769259	2226877.147051364	2395696.747677609	3873321.530150213	2400704.3080601036	3163360.5941082886	6693586.952890651	4453713.867251661	3150574.74840858	2020484.3151934438	1222390.038144144	2309939.2068002103	2940323.9984608297	3785230.5520963925	5263580.284566959	5904187.277232369	3589266.009121343	1171879.8878059995	1646361.1088247385	2380016.8346084566	4841980.862002641	7646702.474327308	2925747.7606277373	6990581.499265586	2373932.9377987306	2277366.247093389	1709010.8095855163	1217612.9602965233	1512656.4020260724	621742.8331529544	3176895.971269649	2634023.106501615	3572229.568131384	2895300.821280161	3258304.145893487	1799101.010259511	3252827.333711145	844439.2377289118	2534650.2574895862	3254158.186581735	8603949.714349188	2694606.3654509396	4385917.432230629	2272931.369624062	3249110.9755141693	2333059.531430034
MEGAHIT-MetaBAT2-S933.63	45242.89280160273	50812.794371736236	48747.96755174459	103488.64680543446	42864.65059092003	103822.47297092705	75285.11639645272	118255.20896408166	247464.0871989976	143109.7645678307	159557.6861597011	37432.634610797424	218186.9489340954	103443.77612219074	225647.16480180074	101854.34489755752	40623.465612146494	128593.59556597752	35318.37654452975	63233.74824845778	48579.74535156618	77039.69064784938	111753.41393939417	123465.08362104117	62254.05391711913	107816.87739958255	40564.39013643678	64131.709118365034	51779.10091630964	50874.59767173206	120049.00012872573	95619.24017428138	89771.0299003341	155692.51813375056	58818.51321591979	55429.33104423178	73036.6242380072	106986.55929276459	171958.5706079093	99900.0247811687	45961.19416331373	114425.05237044966	149138.00855793728	0	94869.73120202377	80591.38793772254	95239.11448401825	160069.83781649417	77080.90281375476	40457.13989978721	106154.88320774688	115003.2658315008	75766.87877067711	71769.75500865534	49726.27733076122	59623.87989717392	135544.49746677763	87961.42033051723	55568.294243525466	165028.9382183301
MEGAHIT-MetaBAT2-S933.74	0	359640.9079550167	176231.658245205	273766.7372274379	119703.72163625527	182254.81215247334	198979.28472832273	217085.26756142953	388978.30275085685	155423.77710354564	348789.15650174324	122159.07391277529	122036.1323033752	20626.951043425197	309853.8234813836	67706.51437831088	144089.73730251822	437846.20499072905	163805.5168056676	131015.86531320699	219033.28025629558	196459.03779905086	224246.68283539775	128274.85970891628	29124.209246984487	122638.3665887642	189655.7342622429	66141.76899433679	405167.4365145305	112031.50099661975	142077.41858297348	165196.1640923969	228836.4572146369	147771.2302797541	107291.19092849443	77306.90753325989	152746.71736806913	252684.04126893132	458435.22751827294	55452.99993677335	113021.7988954501	0	0	0	112184.85641782345	99650.89792169658	202639.0937169388	457363.113117765	453942.9943999729	178317.13530720043	353864.8386642528	671327.566885195	212893.42682664565	186684.6711839077	198466.70102761654	147119.22253847314	359244.58832880703	91057.43575001623	328125.49912197416	549677.6384888988
MEGAHIT-MetaBAT2-S934.132	930332.404658255	978900.5432366405	823523.3243273707	873758.254349717	1037896.3500345508	397393.29141149606	944600.0424201913	1051673.0142594741	897841.4512255448	701920.5733845547	732932.9345652863	635841.593110884	636238.3914637801	172576.0834732177	1023335.8506474512	646732.2575691461	1337077.1092958797	847255.2388787733	822885.2706983204	1229580.500852693	936611.7385089784	226106.79415033036	1113838.5607416758	744975.8669225196	671229.9795577734	531013.9903963075	259818.9196213747	774208.6562695662	1284670.0205547193	520426.1380382883	1214961.1484547227	723527.6157886434	347578.68548973236	538633.0011589433	182475.97021157708	383645.78802555014	648632.38111879	627796.975266913	637209.1000146953	233563.8817318865	41080.908256831885	362908.10481537995	884132.2050360345	319117.75132356596	1047656.5613721907	749645.5180037154	1022525.2359720243	1236922.978880345	1284189.6357472222	1505970.5348200684	1053948.5070450543	1190227.402180104	1410075.0879896905	796473.0455767966	870892.5223070879	605257.6049279651	956745.1340831781	672917.6935543729	1059065.1310929875	1405259.6531885464
MEGAHIT-MetaBAT2-S934.40	272809.3763309775	235740.953505983	452590.9770693961	352529.76603701565	305854.761029917	256906.6160689465	420889.6958054097	337494.845296826	526271.1993102726	426396.46904568165	308538.8827455607	269697.68246030464	499573.0342848636	250482.4994017161	517654.1191356866	157248.7677141904	232718.31859038482	193211.73504251265	233788.63060859725	382242.19332848926	475665.795581196	600765.7665598034	832164.1490369616	357749.194157592	122684.18651607614	155341.79501729214	138437.31915435503	248551.97165512742	527423.3862033997	419845.9507382545	190376.64294753576	274615.15840065974	337409.2310655332	160767.85272414258	322333.74399061216	632211.6301555581	131512.71521611174	373079.31546626077	479683.01285421674	189712.8715525454	0	326600.82289822976	291685.11801931495	0	340979.7412193436	248916.87756840696	325891.87314476	510789.5994431159	381374.5390363531	656941.5363887778	340442.1662717774	198474.61268230673	496865.0742245728	205503.19170451193	374534.2137492536	185050.69968699967	295866.1160961856	457355.7847336522	269061.9048496779	332919.7673750316
MEGAHIT-MetaBAT2-S935.158	79187.10124507397	0	73778.93409355037	454987.06038113986	43923.39153679728	0	0	0	0	0	13370.564944610009	0	66532.18321508387	0	86963.65303563571	0	0	0	4115.198458752372	0	0	0	69333.84386530877	0	52109.40677044185	60149.22515270773	74198.96696998736	0	0	0	0	439514.19853793463	49130.16656937319	15255.897843486811	0	0	0	76247.62446556827	45482.9045012538	0	0	0	22862.532998590556	124358.75556942305	0	0	0	72139.20997045674	0	177014.25401415786	0	0	37728.42807623367	0	0	0	0	0	0	0
MEGAHIT-MetaBAT2-S935.32	59287.420542856664	34690.785809321394	59734.59674067468	136677.4505693509	0	0	57794.38292546168	143961.36410794032	173335.85141294048	134990.02796920785	50315.011857947015	90760.78738754964	170469.75851446472	288371.99384516565	172103.44759839668	78312.04293185836	126045.9757996153	253412.29975770132	118023.56970655223	0	38963.972023941635	228667.4148447133	455322.1515657787	35963.240013715214	0	50365.282402787205	81286.0841041985	67252.67829261445	228998.72320801893	245483.51382779167	258422.0121095399	303722.2859047724	0	105843.7007563701	120576.10073569887	196301.98594608984	143067.18065825728	109548.28260400536	0	202922.88723076435	42686.93388006531	0	35584.26452669126	63322.51209991812	195342.596816516	228384.33767119682	39079.89434745749	0	236022.69834452547	0	30455.655406242917	271359.87605228147	38219.34361109688	0	266790.9375774278	197691.32351280816	140063.64237031687	96754.06783371617	184582.2047447424	106172.77824989118
MEGAHIT-MetaBAT2-S935.50	100104.22969138001	107845.15566198593	72208.2336977062	26399541.35885076	117412.95937054418	68866.07066345788	180360.7503283356	94651.41731804151	924934.6606267582	1106251.7563192581	302221.76836403745	154654.4371146809	393694.91156373924	410434.3072774687	4088778.539991494	120624.66683271123	235720.59891588043	106138.1681950157	95409.7683887074	81282.65874950326	133136.59795980595	4516117.594628661	328350.3378723046	61418.03294948975	63463.76607117761	111103.52299946191	411167.41938024986	163187.62489674843	91099.17756796718	104173.13490703798	750640.7185608813	123207.63892333324	229644.13986351693	52580.834657150066	77359.3034548139	125961.25410251274	123660.10880579754	89264.8931568678	89244.32998369866	93211.43760350803	0	96599.43276495337	111795.87431457316	27855.573639344206	308574.49419507815	156274.70303393377	121451.65483050067	208813.72999823643	110408.2023513296	85557.6780536565	94685.82518644068	139898.20535718792	95674.06800753486	113710.39253617843	74773.54140166575	182449.20773214364	101106.71620111362	204628.32143659928	136265.9202399268	103263.22988506829
MEGAHIT-MetaBAT2-S935.60	4508115.130678027	10245423.60424825	7604661.342495681	8384170.261792248	15451053.650282688	6754469.406913845	8229756.895518977	7744392.001083481	9258035.064042369	10330290.866335018	8333981.597396932	5556142.660979909	6795498.282888869	2728050.168021691	8647119.787010677	11779702.721512197	20115733.964144155	6557943.316429144	9797354.135784097	15731488.399190264	6235258.442446992	3924859.731622828	8055427.974501094	15148355.928412555	10531382.572111448	5760708.366045432	7240735.1106664315	5869994.501215015	9589346.057934359	4876003.546141974	7969171.467779651	5805445.118031745	6800655.284926864	5050602.681958996	5004271.858550027	3577988.656604883	5162123.393116162	3573762.655570886	9316637.358918067	2650379.5706661493	2112882.0305052656	11481164.84119221	10133218.016813565	2071106.2218095493	9335138.387419606	7435899.373445781	9195401.519281387	8520956.451313026	9175971.791525533	18849044.753799986	15478119.49300923	8566075.994098432	15902467.328641316	10967751.056947565	4340682.074429791	4809548.423695371	17057921.23091566	10027335.241873441	7534424.3117307015	19177396.526526134
